IDnum	Rework_Decision	Logic_board_fail	IO_board_fail	System_State	Rework_Outcome	Rework_Cost
99	1	1	0	0	1	225
100	0	1	0	0	1	175
101	0	1	0	0	1	175
102	1	1	0	0	1	225
103	1	1	0	0	1	225
104	1	0	1	0	2	125
105	1	0	0	1	0	300
106	0	1	1	0	0	300
107	1	1	0	0	1	225
108	0	1	0	0	1	175
109	0	1	0	0	1	175
110	0	1	0	0	1	175
111	1	1	0	0	1	225
112	1	1	0	0	1	225
113	1	1	0	0	1	225
114	0	1	0	0	1	175
115	0	1	0	0	1	175
116	0	1	0	0	1	175
117	1	1	0	0	1	225
118	0	1	1	0	0	300
119	0	1	0	0	1	175
120	0	1	0	0	1	175
121	0	1	1	0	0	300
122	1	1	1	0	0	300
123	0	1	0	0	1	175
124	1	1	0	0	1	225
125	0	1	0	0	1	175
126	0	1	0	0	1	175
127	1	1	0	0	1	225
128	0	1	1	0	0	300
129	1	1	0	0	1	225
130	0	1	0	0	1	175
131	0	1	0	0	1	175
132	1	1	0	0	1	225
133	0	1	0	0	1	175
134	1	1	1	0	0	300
135	0	1	0	0	1	175
136	1	1	0	0	1	225
137	0	1	1	0	0	300
138	0	1	0	0	1	175
139	1	1	0	0	1	225
140	1	1	1	0	0	300
141	1	0	0	1	0	300
142	1	0	0	1	0	300
143	1	1	0	0	1	225
144	0	1	0	0	1	175
145	1	1	0	0	1	225
146	0	1	0	0	1	175
147	0	1	0	0	1	175
148	1	1	0	0	1	225
149	1	1	0	0	1	225
150	0	1	0	0	1	175
151	1	1	1	0	0	300
152	0	1	1	0	0	300
153	0	1	0	0	1	175
154	0	1	1	0	0	300
155	1	1	0	0	1	225
156	0	1	0	0	1	175
157	1	1	1	0	0	300
158	0	0	0	1	0	300
159	0	0	0	1	0	300
160	0	1	0	0	1	175
161	1	0	0	1	0	300
162	0	1	0	0	1	175
163	0	1	0	0	1	175
164	0	1	0	0	1	175
165	0	1	0	0	1	175
166	0	1	0	0	1	175
167	1	1	0	0	1	225
168	0	1	0	0	1	175
169	0	1	1	0	0	300
170	1	1	0	0	1	225
171	1	1	0	0	1	225
172	1	1	0	0	1	225
173	1	1	0	0	1	225
174	1	1	0	0	1	225
175	0	1	1	0	0	300
176	1	1	0	0	1	225
177	0	1	0	0	1	175
178	1	1	1	0	0	300
179	0	1	1	0	0	300
180	0	1	0	0	1	175
181	1	0	0	1	0	300
182	0	1	0	0	1	175
183	1	1	0	0	1	225
184	1	1	0	0	1	225
185	0	1	0	0	1	175
186	1	1	0	0	1	225
187	0	1	0	0	1	175
188	0	1	1	0	0	300
189	0	1	0	0	1	175
190	1	1	1	0	0	300
191	0	1	0	0	1	175
192	0	1	0	0	1	175
193	1	1	1	0	0	300
194	1	0	0	1	0	300
195	0	0	0	1	0	300
196	0	1	0	0	1	175
197	1	1	0	0	1	225
198	0	1	0	0	1	175
199	1	1	0	0	1	225
200	0	0	1	0	2	200
201	1	0	0	1	0	300
202	1	1	0	0	1	225
203	0	1	0	0	1	175
204	0	1	0	0	1	175
205	0	1	1	0	0	300
206	0	1	0	0	1	175
207	1	1	0	0	1	225
208	0	0	1	0	2	200
209	0	0	0	1	0	300
210	0	1	0	0	1	175
211	1	1	0	0	1	225
212	1	1	0	0	1	225
213	0	1	0	0	1	175
214	0	1	0	0	1	175
215	1	1	0	0	1	225
216	0	1	0	0	1	175
217	0	0	0	1	0	300
218	1	1	0	0	1	225
219	0	1	0	0	1	175
220	1	1	0	0	1	225
221	1	1	0	0	1	225
222	0	1	1	0	0	300
223	0	1	0	0	1	175
224	1	1	0	0	1	225
225	0	1	0	0	1	175
226	0	1	0	0	1	175
227	0	1	0	0	1	175
228	0	1	0	0	1	175
229	1	0	0	1	0	300
230	1	1	1	0	0	300
231	0	1	0	0	1	175
232	0	1	0	0	1	175
233	0	1	0	0	1	175
234	1	0	0	1	0	300
235	0	1	1	0	0	300
236	0	1	0	0	1	175
237	1	0	0	1	0	300
238	0	1	1	0	0	300
239	1	1	0	0	1	225
240	0	1	1	0	0	300
241	0	1	0	0	1	175
242	1	1	0	0	1	225
243	1	1	0	0	1	225
244	1	1	0	0	1	225
245	0	1	0	0	1	175
246	0	0	0	1	0	300
247	1	0	0	1	0	300
248	0	1	0	0	1	175
249	1	1	0	0	1	225
250	0	1	1	0	0	300
251	0	1	0	0	1	175
252	1	1	0	0	1	225
253	0	1	0	0	1	175
254	0	0	1	0	2	200
255	0	1	0	0	1	175
256	0	1	0	0	1	175
257	1	1	0	0	1	225
258	1	1	0	0	1	225
259	1	1	0	0	1	225
260	1	1	0	0	1	225
261	1	1	0	0	1	225
262	0	1	1	0	0	300
263	0	1	0	0	1	175
264	1	1	0	0	1	225
265	0	1	1	0	0	300
266	1	0	0	1	0	300
267	1	1	0	0	1	225
268	1	1	0	0	1	225
269	1	1	1	0	0	300
270	0	1	0	0	1	175
271	0	1	0	0	1	175
272	0	1	0	0	1	175
273	0	1	0	0	1	175
274	0	1	1	0	0	300
275	1	1	0	0	1	225
276	0	1	0	0	1	175
277	1	1	0	0	1	225
278	1	1	0	0	1	225
279	1	1	0	0	1	225
280	0	0	0	1	0	300
281	1	1	0	0	1	225
282	1	1	0	0	1	225
283	1	1	0	0	1	225
284	0	1	0	0	1	175
285	1	0	1	0	2	125
286	1	1	1	0	0	300
287	0	1	0	0	1	175
288	0	1	0	0	1	175
289	1	1	1	0	0	300
290	1	1	1	0	0	300
291	0	1	0	0	1	175
292	0	0	1	0	2	200
293	1	1	1	0	0	300
294	0	1	0	0	1	175
295	0	1	0	0	1	175
296	0	1	0	0	1	175
297	1	1	0	0	1	225
298	0	1	0	0	1	175
299	1	1	0	0	1	225
300	1	0	1	0	2	125
301	1	1	0	0	1	225
302	1	1	0	0	1	225
303	0	0	0	1	0	300
304	0	1	0	0	1	175
305	1	0	0	1	0	300
306	0	1	0	0	1	175
307	0	1	0	0	1	175
308	1	1	0	0	1	225
309	1	1	1	0	0	300
310	1	0	1	0	2	125
311	0	1	0	0	1	175
312	0	1	0	0	1	175
313	0	1	0	0	1	175
314	0	1	0	0	1	175
315	1	1	0	0	1	225
316	1	0	0	1	0	300
317	0	0	0	1	0	300
318	1	1	0	0	1	225
319	1	1	0	0	1	225
320	0	0	0	1	0	300
321	0	1	0	0	1	175
322	0	1	0	0	1	175
323	0	1	0	0	1	175
324	1	1	0	0	1	225
325	0	1	0	0	1	175
326	1	1	0	0	1	225
327	1	1	0	0	1	225
328	1	1	0	0	1	225
329	0	1	0	0	1	175
330	0	1	0	0	1	175
331	0	0	0	1	0	300
332	1	0	0	1	0	300
333	0	1	0	0	1	175
334	0	0	0	1	0	300
335	0	1	0	0	1	175
336	0	1	0	0	1	175
337	0	1	0	0	1	175
338	0	1	0	0	1	175
339	1	1	0	0	1	225
340	0	1	0	0	1	175
341	1	1	0	0	1	225
342	1	0	1	0	2	125
343	0	1	0	0	1	175
344	1	1	0	0	1	225
345	0	1	0	0	1	175
346	0	1	0	0	1	175
347	1	1	0	0	1	225
348	1	1	0	0	1	225
349	0	1	0	0	1	175
350	0	1	0	0	1	175
351	1	0	0	1	0	300
352	0	1	0	0	1	175
353	1	0	0	1	0	300
354	0	1	1	0	0	300
355	1	1	0	0	1	225
356	1	1	0	0	1	225
357	1	1	0	0	1	225
358	1	1	0	0	1	225
359	1	1	0	0	1	225
360	1	1	0	0	1	225
361	0	1	0	0	1	175
362	0	1	1	0	0	300
363	0	1	0	0	1	175
364	0	1	1	0	0	300
365	0	1	0	0	1	175
366	0	1	1	0	0	300
367	0	1	0	0	1	175
368	0	1	0	0	1	175
369	0	1	1	0	0	300
370	1	1	0	0	1	225
371	0	0	0	1	0	300
372	0	1	0	0	1	175
373	0	1	0	0	1	175
374	1	1	0	0	1	225
375	0	1	1	0	0	300
376	1	1	0	0	1	225
377	0	1	0	0	1	175
378	0	1	0	0	1	175
379	1	1	0	0	1	225
380	0	1	0	0	1	175
381	1	0	1	0	2	125
382	0	1	0	0	1	175
383	1	1	0	0	1	225
384	1	1	0	0	1	225
385	1	1	0	0	1	225
386	1	0	1	0	2	125
387	0	1	1	0	0	300
388	0	1	0	0	1	175
389	0	1	1	0	0	300
390	0	1	0	0	1	175
391	0	0	0	1	0	300
392	0	1	0	0	1	175
393	0	1	1	0	0	300
394	0	1	1	0	0	300
395	0	1	1	0	0	300
396	1	1	0	0	1	225
397	1	1	0	0	1	225
398	0	1	1	0	0	300
399	1	1	0	0	1	225
400	0	1	0	0	1	175
401	0	1	0	0	1	175
402	0	1	1	0	0	300
403	1	1	0	0	1	225
404	1	1	0	0	1	225
405	1	1	0	0	1	225
406	0	1	0	0	1	175
407	0	1	0	0	1	175
408	1	1	1	0	0	300
409	1	1	0	0	1	225
410	1	1	1	0	0	300
411	1	1	0	0	1	225
412	1	1	1	0	0	300
413	0	1	0	0	1	175
414	1	0	0	1	0	300
415	1	0	0	1	0	300
416	0	1	0	0	1	175
417	1	1	0	0	1	225
418	1	1	0	0	1	225
419	0	1	1	0	0	300
420	1	1	0	0	1	225
421	0	1	1	0	0	300
422	0	0	0	1	0	300
423	1	1	0	0	1	225
424	1	1	0	0	1	225
425	0	1	0	0	1	175
426	1	1	0	0	1	225
427	1	1	0	0	1	225
428	0	1	0	0	1	175
429	0	1	0	0	1	175
430	0	1	0	0	1	175
431	1	1	0	0	1	225
432	1	1	0	0	1	225
433	0	1	0	0	1	175
434	1	1	0	0	1	225
435	0	0	0	1	0	300
436	1	1	0	0	1	225
437	1	0	0	1	0	300
438	1	1	0	0	1	225
439	0	1	0	0	1	175
440	1	1	0	0	1	225
441	0	1	1	0	0	300
442	1	1	0	0	1	225
443	1	1	0	0	1	225
444	1	1	0	0	1	225
445	1	1	0	0	1	225
446	1	0	0	1	0	300
447	0	0	0	1	0	300
448	1	1	0	0	1	225
449	0	1	1	0	0	300
450	1	1	0	0	1	225
451	0	1	0	0	1	175
452	0	1	0	0	1	175
453	0	1	1	0	0	300
454	0	0	0	1	0	300
455	1	1	1	0	0	300
456	0	1	0	0	1	175
457	0	1	0	0	1	175
458	0	1	0	0	1	175
459	0	1	0	0	1	175
460	0	1	0	0	1	175
461	1	1	0	0	1	225
462	0	1	0	0	1	175
463	0	1	0	0	1	175
464	0	1	0	0	1	175
465	0	1	0	0	1	175
466	0	1	0	0	1	175
467	0	1	0	0	1	175
468	0	0	0	1	0	300
469	1	1	0	0	1	225
470	0	1	0	0	1	175
471	1	1	0	0	1	225
472	0	1	0	0	1	175
473	0	1	0	0	1	175
474	0	1	0	0	1	175
475	1	0	1	0	2	125
476	0	1	0	0	1	175
477	0	1	0	0	1	175
478	0	1	0	0	1	175
479	1	0	0	1	0	300
480	0	1	0	0	1	175
481	0	1	0	0	1	175
482	0	1	0	0	1	175
483	0	1	0	0	1	175
484	0	1	0	0	1	175
485	1	1	1	0	0	300
486	1	1	1	0	0	300
487	0	1	0	0	1	175
488	1	1	0	0	1	225
489	1	1	0	0	1	225
490	0	1	1	0	0	300
491	0	1	0	0	1	175
492	0	1	0	0	1	175
493	1	1	0	0	1	225
494	1	1	0	0	1	225
495	1	1	0	0	1	225
496	0	1	0	0	1	175
497	0	1	0	0	1	175
498	1	0	0	1	0	300
499	0	1	0	0	1	175
500	0	1	1	0	0	300
501	1	1	1	0	0	300
502	0	1	1	0	0	300
503	0	1	0	0	1	175
504	0	1	1	0	0	300
505	1	1	0	0	1	225
506	0	1	0	0	1	175
507	0	0	0	1	0	300
508	1	1	0	0	1	225
509	1	1	0	0	1	225
510	1	1	0	0	1	225
511	0	1	1	0	0	300
512	1	1	0	0	1	225
513	0	1	1	0	0	300
514	1	1	0	0	1	225
515	1	1	1	0	0	300
516	0	1	1	0	0	300
517	0	0	0	1	0	300
518	1	1	0	0	1	225
519	1	1	0	0	1	225
520	0	1	0	0	1	175
521	1	1	0	0	1	225
522	0	0	0	1	0	300
523	1	1	0	0	1	225
524	0	1	1	0	0	300
525	0	0	0	1	0	300
526	0	0	0	1	0	300
527	1	1	0	0	1	225
528	1	1	0	0	1	225
529	1	1	0	0	1	225
530	0	1	0	0	1	175
531	0	0	0	1	0	300
532	1	0	0	1	0	300
533	0	0	0	1	0	300
534	0	1	0	0	1	175
535	0	1	0	0	1	175
536	1	1	0	0	1	225
537	0	1	1	0	0	300
538	1	1	1	0	0	300
539	0	1	0	0	1	175
540	1	1	0	0	1	225
541	1	1	1	0	0	300
542	1	1	1	0	0	300
543	1	1	0	0	1	225
544	1	1	0	0	1	225
545	0	1	1	0	0	300
546	0	1	0	0	1	175
547	0	1	0	0	1	175
548	1	1	0	0	1	225
549	0	1	1	0	0	300
550	1	1	0	0	1	225
551	0	1	1	0	0	300
552	1	1	0	0	1	225
553	1	1	0	0	1	225
554	0	1	0	0	1	175
555	0	1	0	0	1	175
556	1	1	0	0	1	225
557	0	1	0	0	1	175
558	1	1	0	0	1	225
559	0	1	0	0	1	175
560	1	1	0	0	1	225
561	1	1	0	0	1	225
562	1	1	0	0	1	225
563	0	1	0	0	1	175
564	0	1	0	0	1	175
565	1	0	0	1	0	300
566	1	1	0	0	1	225
567	1	0	0	1	0	300
568	1	1	0	0	1	225
569	1	1	1	0	0	300
570	1	1	0	0	1	225
571	1	1	0	0	1	225
572	1	1	0	0	1	225
573	1	1	0	0	1	225
574	0	1	0	0	1	175
575	0	0	1	0	2	200
576	0	1	0	0	1	175
577	0	1	0	0	1	175
578	0	1	0	0	1	175
579	0	0	0	1	0	300
580	1	0	0	1	0	300
581	0	1	0	0	1	175
582	0	1	0	0	1	175
583	0	1	0	0	1	175
584	0	1	0	0	1	175
585	1	1	0	0	1	225
586	0	1	0	0	1	175
587	1	0	0	1	0	300
588	0	1	0	0	1	175
589	1	0	0	1	0	300
590	1	1	1	0	0	300
591	0	0	0	1	0	300
592	1	1	0	0	1	225
593	0	1	0	0	1	175
594	0	0	1	0	2	200
595	1	0	0	1	0	300
596	0	1	1	0	0	300
597	0	1	0	0	1	175
598	0	1	0	0	1	175
599	1	1	0	0	1	225
600	0	1	0	0	1	175
601	1	1	0	0	1	225
602	0	1	0	0	1	175
603	1	1	0	0	1	225
604	1	1	0	0	1	225
605	1	1	0	0	1	225
606	0	1	0	0	1	175
607	0	1	0	0	1	175
608	0	0	0	1	0	300
609	0	1	0	0	1	175
610	0	0	1	0	2	200
611	0	1	0	0	1	175
612	1	1	0	0	1	225
613	0	0	1	0	2	200
614	1	1	0	0	1	225
615	1	1	0	0	1	225
616	1	1	0	0	1	225
617	1	0	0	1	0	300
618	0	1	1	0	0	300
619	0	1	0	0	1	175
620	1	1	0	0	1	225
621	0	1	1	0	0	300
622	0	1	0	0	1	175
623	1	1	1	0	0	300
624	1	1	0	0	1	225
625	1	1	0	0	1	225
626	0	1	0	0	1	175
627	0	1	0	0	1	175
628	0	0	0	1	0	300
629	1	1	0	0	1	225
630	1	1	0	0	1	225
631	0	1	0	0	1	175
632	1	1	0	0	1	225
633	0	1	0	0	1	175
634	1	1	0	0	1	225
635	1	1	1	0	0	300
636	0	1	0	0	1	175
637	0	1	1	0	0	300
638	1	1	0	0	1	225
639	1	1	0	0	1	225
640	1	1	0	0	1	225
641	0	1	0	0	1	175
642	0	1	0	0	1	175
643	1	1	1	0	0	300
644	1	1	1	0	0	300
645	0	0	0	1	0	300
646	1	1	1	0	0	300
647	1	0	0	1	0	300
648	1	1	0	0	1	225
649	0	0	0	1	0	300
650	1	1	0	0	1	225
651	0	1	0	0	1	175
652	0	1	0	0	1	175
653	1	1	0	0	1	225
654	1	1	0	0	1	225
655	1	0	0	1	0	300
656	0	1	0	0	1	175
657	1	1	0	0	1	225
658	1	0	0	1	0	300
659	0	1	0	0	1	175
660	1	1	0	0	1	225
661	1	1	1	0	0	300
662	0	1	0	0	1	175
663	1	1	1	0	0	300
664	1	1	0	0	1	225
665	1	1	0	0	1	225
666	1	1	0	0	1	225
667	1	1	0	0	1	225
668	0	1	0	0	1	175
669	1	1	0	0	1	225
670	1	1	1	0	0	300
671	0	1	0	0	1	175
672	0	1	0	0	1	175
673	1	1	0	0	1	225
674	1	1	0	0	1	225
675	1	0	1	0	2	125
676	0	0	0	1	0	300
677	1	1	0	0	1	225
678	1	1	0	0	1	225
679	1	1	0	0	1	225
680	0	1	0	0	1	175
681	1	1	0	0	1	225
682	0	1	1	0	0	300
683	0	1	0	0	1	175
684	0	1	0	0	1	175
685	1	0	0	1	0	300
686	0	1	0	0	1	175
687	0	1	0	0	1	175
688	0	1	0	0	1	175
689	1	1	0	0	1	225
690	0	1	0	0	1	175
691	1	1	0	0	1	225
692	1	1	0	0	1	225
693	0	1	0	0	1	175
694	0	1	0	0	1	175
695	1	1	0	0	1	225
696	1	1	1	0	0	300
697	0	0	0	1	0	300
698	0	1	0	0	1	175
699	0	1	0	0	1	175
700	1	1	0	0	1	225
701	0	1	0	0	1	175
702	0	1	0	0	1	175
703	1	1	1	0	0	300
704	1	0	0	1	0	300
705	0	1	0	0	1	175
706	0	0	1	0	2	200
707	1	1	0	0	1	225
708	0	1	0	0	1	175
709	0	0	0	1	0	300
710	0	1	1	0	0	300
711	1	0	0	1	0	300
712	0	1	1	0	0	300
713	1	0	0	1	0	300
714	0	1	0	0	1	175
715	0	1	0	0	1	175
716	0	1	1	0	0	300
717	1	1	0	0	1	225
718	0	0	0	1	0	300
719	0	1	1	0	0	300
720	0	1	0	0	1	175
721	0	1	1	0	0	300
722	1	1	1	0	0	300
723	0	0	0	1	0	300
724	1	1	0	0	1	225
725	0	0	0	1	0	300
726	0	0	0	1	0	300
727	0	0	1	0	2	200
728	1	1	1	0	0	300
729	0	1	0	0	1	175
730	0	0	0	1	0	300
731	1	1	0	0	1	225
732	1	1	0	0	1	225
733	1	1	0	0	1	225
734	0	1	0	0	1	175
735	0	1	0	0	1	175
736	1	1	0	0	1	225
737	1	1	0	0	1	225
738	0	1	0	0	1	175
739	0	1	0	0	1	175
740	1	1	0	0	1	225
741	0	1	0	0	1	175
742	0	1	1	0	0	300
743	0	0	0	1	0	300
744	0	1	0	0	1	175
745	1	1	0	0	1	225
746	1	1	0	0	1	225
747	1	0	0	1	0	300
748	1	0	0	1	0	300
749	0	1	1	0	0	300
750	1	1	0	0	1	225
751	1	1	1	0	0	300
752	1	1	0	0	1	225
753	1	1	0	0	1	225
754	0	1	0	0	1	175
755	1	1	0	0	1	225
756	0	1	0	0	1	175
757	1	1	1	0	0	300
758	1	1	0	0	1	225
759	1	0	0	1	0	300
760	0	1	0	0	1	175
761	0	1	0	0	1	175
762	1	1	0	0	1	225
763	1	0	0	1	0	300
764	1	1	0	0	1	225
765	1	1	0	0	1	225
766	1	1	0	0	1	225
767	0	1	0	0	1	175
768	1	1	0	0	1	225
769	1	0	0	1	0	300
770	1	1	0	0	1	225
771	1	1	0	0	1	225
772	1	1	0	0	1	225
773	1	1	0	0	1	225
774	1	1	0	0	1	225
775	1	1	0	0	1	225
776	1	1	0	0	1	225
777	1	1	0	0	1	225
778	1	1	1	0	0	300
779	1	1	0	0	1	225
780	0	1	0	0	1	175
781	1	1	0	0	1	225
782	0	1	1	0	0	300
783	1	0	0	1	0	300
784	0	1	0	0	1	175
785	1	1	0	0	1	225
786	1	1	0	0	1	225
787	0	1	1	0	0	300
788	0	1	0	0	1	175
789	0	1	0	0	1	175
790	1	1	1	0	0	300
791	1	1	0	0	1	225
792	0	1	0	0	1	175
793	1	1	0	0	1	225
794	1	1	0	0	1	225
795	1	1	0	0	1	225
796	0	1	0	0	1	175
797	1	0	0	1	0	300
798	1	1	0	0	1	225
799	0	1	0	0	1	175
800	1	1	0	0	1	225
801	0	0	0	1	0	300
802	0	0	0	1	0	300
803	1	1	0	0	1	225
804	0	0	0	1	0	300
805	1	1	1	0	0	300
806	0	1	0	0	1	175
807	0	1	0	0	1	175
808	0	1	0	0	1	175
809	0	1	0	0	1	175
810	1	1	0	0	1	225
811	0	1	0	0	1	175
812	1	1	0	0	1	225
813	0	1	0	0	1	175
814	0	1	1	0	0	300
815	0	1	0	0	1	175
816	0	1	0	0	1	175
817	1	1	1	0	0	300
818	1	1	1	0	0	300
819	1	1	0	0	1	225
820	0	1	0	0	1	175
821	0	1	0	0	1	175
822	0	1	0	0	1	175
823	0	1	0	0	1	175
824	1	0	0	1	0	300
825	0	1	0	0	1	175
826	1	0	0	1	0	300
827	1	0	0	1	0	300
828	0	1	1	0	0	300
829	1	1	0	0	1	225
830	0	1	1	0	0	300
831	1	1	0	0	1	225
832	0	1	0	0	1	175
833	1	0	1	0	2	125
834	1	1	0	0	1	225
835	1	1	1	0	0	300
836	0	1	0	0	1	175
837	1	1	0	0	1	225
838	1	1	1	0	0	300
839	1	1	0	0	1	225
840	1	1	0	0	1	225
841	1	0	0	1	0	300
842	0	1	1	0	0	300
843	0	0	0	1	0	300
844	1	1	0	0	1	225
845	0	0	0	1	0	300
846	0	1	0	0	1	175
847	0	1	0	0	1	175
848	0	1	0	0	1	175
849	0	0	0	1	0	300
850	0	1	0	0	1	175
851	0	1	1	0	0	300
852	1	1	0	0	1	225
853	1	1	0	0	1	225
854	1	1	0	0	1	225
855	1	1	0	0	1	225
856	1	1	0	0	1	225
857	1	1	0	0	1	225
858	1	1	0	0	1	225
859	0	1	0	0	1	175
860	1	1	0	0	1	225
861	0	1	0	0	1	175
862	1	1	0	0	1	225
863	1	1	0	0	1	225
864	1	1	1	0	0	300
865	0	1	0	0	1	175
866	0	1	0	0	1	175
867	1	0	1	0	2	125
868	0	1	0	0	1	175
869	1	1	0	0	1	225
870	0	1	1	0	0	300
871	0	1	0	0	1	175
872	1	1	0	0	1	225
873	0	1	0	0	1	175
874	1	1	0	0	1	225
875	0	1	0	0	1	175
876	1	1	1	0	0	300
877	1	1	0	0	1	225
878	1	1	0	0	1	225
879	1	1	0	0	1	225
880	1	1	0	0	1	225
881	0	1	0	0	1	175
882	0	1	0	0	1	175
883	0	1	0	0	1	175
884	1	1	1	0	0	300
885	1	0	0	1	0	300
886	1	1	0	0	1	225
887	1	1	1	0	0	300
888	0	1	0	0	1	175
889	0	1	1	0	0	300
890	0	1	0	0	1	175
891	0	1	1	0	0	300
892	1	1	0	0	1	225
893	0	1	0	0	1	175
894	1	1	0	0	1	225
895	0	1	0	0	1	175
896	1	1	0	0	1	225
897	0	1	0	0	1	175
898	1	0	0	1	0	300
899	1	1	0	0	1	225
900	0	1	0	0	1	175
901	1	1	0	0	1	225
902	1	0	1	0	2	125
903	1	1	0	0	1	225
904	1	1	0	0	1	225
905	1	1	0	0	1	225
906	0	1	0	0	1	175
907	0	0	1	0	2	200
908	0	1	0	0	1	175
909	1	1	0	0	1	225
910	0	1	0	0	1	175
911	0	0	0	1	0	300
912	0	1	0	0	1	175
913	0	1	1	0	0	300
914	0	1	0	0	1	175
915	1	1	0	0	1	225
916	1	1	0	0	1	225
917	1	1	0	0	1	225
918	0	1	0	0	1	175
919	1	1	0	0	1	225
920	0	1	0	0	1	175
921	0	0	0	1	0	300
922	0	1	0	0	1	175
923	0	1	0	0	1	175
924	0	0	0	1	0	300
925	0	1	0	0	1	175
926	1	1	0	0	1	225
927	0	1	0	0	1	175
928	1	0	0	1	0	300
929	0	0	0	1	0	300
930	0	1	0	0	1	175
931	1	1	0	0	1	225
932	1	1	0	0	1	225
933	0	1	0	0	1	175
934	1	1	1	0	0	300
935	1	1	0	0	1	225
936	0	0	0	1	0	300
937	0	1	0	0	1	175
938	0	1	1	0	0	300
939	1	1	0	0	1	225
940	0	1	0	0	1	175
941	0	1	0	0	1	175
942	1	1	0	0	1	225
943	1	1	0	0	1	225
944	0	1	0	0	1	175
945	0	1	0	0	1	175
946	0	1	0	0	1	175
947	1	1	0	0	1	225
948	0	1	0	0	1	175
949	0	1	0	0	1	175
950	0	1	0	0	1	175
951	1	1	1	0	0	300
952	1	1	0	0	1	225
953	0	1	0	0	1	175
954	0	0	0	1	0	300
955	1	1	1	0	0	300
956	0	0	0	1	0	300
957	0	1	0	0	1	175
958	0	1	0	0	1	175
959	0	1	0	0	1	175
960	0	1	1	0	0	300
961	0	1	0	0	1	175
962	1	1	0	0	1	225
963	1	0	0	1	0	300
964	1	1	0	0	1	225
965	0	1	0	0	1	175
966	1	1	0	0	1	225
967	0	1	0	0	1	175
968	0	1	0	0	1	175
969	1	1	0	0	1	225
970	0	1	1	0	0	300
971	1	1	0	0	1	225
972	1	1	1	0	0	300
973	0	1	0	0	1	175
974	1	0	0	1	0	300
975	0	1	0	0	1	175
976	0	1	0	0	1	175
977	0	1	1	0	0	300
978	0	1	0	0	1	175
979	0	0	0	1	0	300
980	1	0	0	1	0	300
981	0	1	0	0	1	175
982	0	1	0	0	1	175
983	1	1	0	0	1	225
984	1	1	0	0	1	225
985	0	0	0	1	0	300
986	0	1	0	0	1	175
987	1	1	1	0	0	300
988	0	1	0	0	1	175
989	0	1	0	0	1	175
990	1	1	0	0	1	225
991	1	1	0	0	1	225
992	1	1	0	0	1	225
