 IDnum	Economical_State	Export_Decision	Profit
60	Same	After_6_mos	2.357e6
61	Slightly_worse	After_12_mos	1.425e6
62	Same	Now	2.726e6
63	Same	After_6_mos	2.357e6
64	Slightly_worse	After_12_mos	1.425e6
65	Same	Now	2.726e6
66	Slightly_worse	After_6_mos	1.6945e6
67	Same	After_12_mos	2.1e5
68	Slightly_worse	After_6_mos	1.6945e6
69	Slightly_worse	Now	1.87e6
70	Same	After_12_mos	2.1e5
71	Slightly_worse	After_12_mos	1.425e6
72	Same	After_12_mos	2.1e5
73	Same	After_12_mos	2.1e5
74	Severely_bad	Now	-7.11e5
75	Same	After_6_mos	2.357e6
76	Slightly_worse	Now	1.87e6
77	Severely_bad	Now	-7.11e5
78	Severely_bad	After_6_mos	9.005e5
79	Severely_bad	After_12_mos	7.66e5
80	Slightly_worse	Now	1.87e6
81	Same	Now	2.726e6
82	Same	Now	2.726e6
83	Severely_bad	After_6_mos	9.005e5
84	Slightly_worse	Now	1.87e6
85	Slightly_worse	Now	1.87e6
86	Severely_bad	Now	-7.11e5
87	Slightly_worse	Now	1.87e6
88	Same	After_12_mos	2.1e5
89	Same	After_6_mos	2.357e6
90	Slightly_worse	After_12_mos	1.425e6
91	Severely_bad	After_12_mos	7.66e5
92	Same	After_12_mos	2.1e5
93	Same	After_12_mos	2.1e5
94	Slightly_worse	After_12_mos	1.425e6
95	Severely_bad	After_12_mos	7.66e5
96	Severely_bad	Now	-7.11e5
97	Same	After_6_mos	2.357e6
98	Slightly_worse	After_12_mos	1.425e6
99	Severely_bad	After_12_mos	7.66e5
100	Severely_bad	Now	-7.11e5
101	Slightly_worse	After_6_mos	1.6945e6
102	Severely_bad	After_12_mos	7.66e5
103	Same	After_6_mos	2.357e6
104	Severely_bad	After_12_mos	7.66e5
105	Slightly_worse	After_12_mos	1.425e6
106	Severely_bad	After_12_mos	7.66e5
107	Slightly_worse	After_6_mos	1.6945e6
108	Slightly_worse	After_12_mos	1.425e6
109	Same	Now	2.726e6
110	Severely_bad	After_12_mos	7.66e5
111	Same	After_12_mos	2.1e5
112	Same	After_12_mos	2.1e5
113	Same	After_12_mos	2.1e5
114	Same	After_6_mos	2.357e6
115	Same	After_6_mos	2.357e6
116	Severely_bad	Now	-7.11e5
117	Same	After_12_mos	2.1e5
118	Severely_bad	After_12_mos	7.66e5
119	Severely_bad	After_6_mos	9.005e5
120	Severely_bad	After_12_mos	7.66e5
121	Slightly_worse	After_6_mos	1.6945e6
122	Slightly_worse	After_12_mos	1.425e6
123	Same	After_6_mos	2.357e6
124	Slightly_worse	Now	1.87e6
125	Same	Now	2.726e6
126	Slightly_worse	After_6_mos	1.6945e6
127	Same	After_12_mos	2.1e5
128	Slightly_worse	After_12_mos	1.425e6
129	Slightly_worse	Now	1.87e6
130	Severely_bad	After_12_mos	7.66e5
131	Same	After_6_mos	2.357e6
132	Slightly_worse	Now	1.87e6
133	Slightly_worse	After_6_mos	1.6945e6
134	Severely_bad	Now	-7.11e5
135	Same	After_6_mos	2.357e6
136	Same	After_6_mos	2.357e6
137	Same	After_6_mos	2.357e6
138	Same	After_12_mos	2.1e5
139	Severely_bad	After_6_mos	9.005e5
140	Slightly_worse	After_6_mos	1.6945e6
141	Same	After_12_mos	2.1e5
142	Same	After_6_mos	2.357e6
143	Same	Now	2.726e6
144	Same	Now	2.726e6
145	Severely_bad	After_12_mos	7.66e5
146	Severely_bad	After_6_mos	9.005e5
147	Slightly_worse	After_6_mos	1.6945e6
148	Slightly_worse	After_6_mos	1.6945e6
149	Slightly_worse	After_12_mos	1.425e6
150	Same	After_12_mos	2.1e5
151	Severely_bad	After_12_mos	7.66e5
152	Same	Now	2.726e6
153	Slightly_worse	Now	1.87e6
154	Severely_bad	After_6_mos	9.005e5
155	Slightly_worse	After_6_mos	1.6945e6
156	Same	After_12_mos	2.1e5
157	Slightly_worse	Now	1.87e6
158	Slightly_worse	After_12_mos	1.425e6
159	Same	Now	2.726e6
160	Same	Now	2.726e6
161	Slightly_worse	After_12_mos	1.425e6
162	Severely_bad	Now	-7.11e5
163	Severely_bad	After_12_mos	7.66e5
164	Severely_bad	After_12_mos	7.66e5
165	Slightly_worse	After_12_mos	1.425e6
166	Same	Now	2.726e6
167	Slightly_worse	After_12_mos	1.425e6
168	Severely_bad	After_6_mos	9.005e5
169	Severely_bad	After_6_mos	9.005e5
170	Slightly_worse	After_12_mos	1.425e6
171	Same	After_6_mos	2.357e6
172	Slightly_worse	Now	1.87e6
173	Slightly_worse	Now	1.87e6
174	Same	After_12_mos	2.1e5
175	Slightly_worse	After_12_mos	1.425e6
176	Same	After_6_mos	2.357e6
177	Slightly_worse	After_6_mos	1.6945e6
178	Slightly_worse	After_6_mos	1.6945e6
179	Same	After_12_mos	2.1e5
180	Severely_bad	After_6_mos	9.005e5
181	Same	After_12_mos	2.1e5
182	Slightly_worse	After_12_mos	1.425e6
183	Severely_bad	Now	-7.11e5
184	Slightly_worse	Now	1.87e6
185	Same	After_12_mos	2.1e5
186	Severely_bad	Now	-7.11e5
187	Same	After_6_mos	2.357e6
188	Slightly_worse	After_6_mos	1.6945e6
189	Slightly_worse	After_6_mos	1.6945e6
190	Severely_bad	After_12_mos	7.66e5
191	Slightly_worse	After_12_mos	1.425e6
192	Severely_bad	After_6_mos	9.005e5
193	Slightly_worse	After_6_mos	1.6945e6
194	Severely_bad	Now	-7.11e5
195	Same	After_6_mos	2.357e6
196	Severely_bad	Now	-7.11e5
197	Same	After_6_mos	2.357e6
198	Same	After_6_mos	2.357e6
199	Same	After_6_mos	2.357e6
200	Severely_bad	After_12_mos	7.66e5
201	Severely_bad	Now	-7.11e5
202	Severely_bad	After_6_mos	9.005e5
203	Slightly_worse	After_12_mos	1.425e6
204	Slightly_worse	Now	1.87e6
205	Slightly_worse	Now	1.87e6
206	Same	After_6_mos	2.357e6
207	Slightly_worse	After_12_mos	1.425e6
208	Severely_bad	After_12_mos	7.66e5
209	Same	After_12_mos	2.1e5
210	Same	Now	2.726e6
211	Severely_bad	After_12_mos	7.66e5
212	Severely_bad	After_6_mos	9.005e5
213	Slightly_worse	Now	1.87e6
214	Same	After_12_mos	2.1e5
215	Same	After_6_mos	2.357e6
216	Same	After_6_mos	2.357e6
217	Slightly_worse	Now	1.87e6
218	Severely_bad	After_12_mos	7.66e5
219	Same	Now	2.726e6
220	Severely_bad	Now	-7.11e5
221	Slightly_worse	After_12_mos	1.425e6
222	Severely_bad	After_12_mos	7.66e5
223	Severely_bad	After_12_mos	7.66e5
224	Severely_bad	After_6_mos	9.005e5
225	Same	After_12_mos	2.1e5
226	Slightly_worse	After_12_mos	1.425e6
227	Slightly_worse	After_6_mos	1.6945e6
228	Severely_bad	After_12_mos	7.66e5
229	Severely_bad	After_6_mos	9.005e5
230	Slightly_worse	Now	1.87e6
231	Slightly_worse	After_6_mos	1.6945e6
232	Same	After_12_mos	2.1e5
233	Same	After_12_mos	2.1e5
234	Slightly_worse	After_6_mos	1.6945e6
235	Severely_bad	After_12_mos	7.66e5
236	Severely_bad	Now	-7.11e5
237	Same	After_6_mos	2.357e6
238	Same	Now	2.726e6
239	Severely_bad	Now	-7.11e5
240	Same	Now	2.726e6
241	Slightly_worse	After_12_mos	1.425e6
242	Same	After_12_mos	2.1e5
243	Same	After_6_mos	2.357e6
244	Slightly_worse	After_6_mos	1.6945e6
245	Slightly_worse	After_6_mos	1.6945e6
246	Severely_bad	After_12_mos	7.66e5
247	Same	Now	2.726e6
248	Slightly_worse	After_12_mos	1.425e6
249	Slightly_worse	Now	1.87e6
250	Slightly_worse	After_12_mos	1.425e6
251	Slightly_worse	After_12_mos	1.425e6
252	Severely_bad	Now	-7.11e5
253	Same	After_6_mos	2.357e6
254	Slightly_worse	Now	1.87e6
255	Same	Now	2.726e6
256	Same	Now	2.726e6
257	Slightly_worse	After_6_mos	1.6945e6
258	Slightly_worse	After_12_mos	1.425e6
259	Same	Now	2.726e6
260	Same	Now	2.726e6
261	Slightly_worse	Now	1.87e6
262	Severely_bad	After_6_mos	9.005e5
263	Same	After_12_mos	2.1e5
264	Severely_bad	After_12_mos	7.66e5
265	Severely_bad	After_12_mos	7.66e5
266	Severely_bad	After_6_mos	9.005e5
267	Severely_bad	Now	-7.11e5
268	Same	Now	2.726e6
269	Same	Now	2.726e6
270	Slightly_worse	Now	1.87e6
271	Severely_bad	After_6_mos	9.005e5
272	Slightly_worse	After_12_mos	1.425e6
273	Slightly_worse	Now	1.87e6
274	Same	After_12_mos	2.1e5
275	Severely_bad	After_6_mos	9.005e5
276	Same	Now	2.726e6
277	Slightly_worse	After_12_mos	1.425e6
278	Same	Now	2.726e6
279	Same	Now	2.726e6
280	Slightly_worse	Now	1.87e6
281	Severely_bad	After_6_mos	9.005e5
282	Severely_bad	After_12_mos	7.66e5
283	Severely_bad	After_6_mos	9.005e5
284	Same	After_12_mos	2.1e5
285	Severely_bad	After_6_mos	9.005e5
286	Same	After_12_mos	2.1e5
287	Severely_bad	After_12_mos	7.66e5
288	Severely_bad	After_6_mos	9.005e5
289	Slightly_worse	Now	1.87e6
290	Same	After_12_mos	2.1e5
291	Slightly_worse	After_12_mos	1.425e6
292	Same	Now	2.726e6
293	Same	After_6_mos	2.357e6
294	Slightly_worse	After_6_mos	1.6945e6
295	Severely_bad	After_12_mos	7.66e5
296	Same	Now	2.726e6
297	Same	After_12_mos	2.1e5
298	Severely_bad	After_12_mos	7.66e5
299	Same	After_6_mos	2.357e6
300	Same	After_6_mos	2.357e6
301	Slightly_worse	After_12_mos	1.425e6
302	Slightly_worse	After_6_mos	1.6945e6
303	Slightly_worse	After_12_mos	1.425e6
304	Same	After_6_mos	2.357e6
305	Same	Now	2.726e6
306	Slightly_worse	After_12_mos	1.425e6
307	Same	After_12_mos	2.1e5
308	Slightly_worse	After_6_mos	1.6945e6
309	Same	Now	2.726e6
310	Severely_bad	After_12_mos	7.66e5
311	Same	Now	2.726e6
312	Slightly_worse	After_12_mos	1.425e6
313	Same	After_12_mos	2.1e5
314	Same	After_12_mos	2.1e5
315	Same	After_6_mos	2.357e6
316	Severely_bad	Now	-7.11e5
317	Same	Now	2.726e6
318	Slightly_worse	After_6_mos	1.6945e6
319	Same	Now	2.726e6
320	Severely_bad	After_6_mos	9.005e5
321	Severely_bad	After_12_mos	7.66e5
322	Same	After_12_mos	2.1e5
323	Same	After_12_mos	2.1e5
324	Severely_bad	After_6_mos	9.005e5
325	Slightly_worse	After_6_mos	1.6945e6
326	Same	Now	2.726e6
327	Slightly_worse	Now	1.87e6
328	Same	After_12_mos	2.1e5
329	Same	After_6_mos	2.357e6
330	Severely_bad	After_12_mos	7.66e5
331	Same	After_12_mos	2.1e5
332	Same	After_12_mos	2.1e5
333	Slightly_worse	After_12_mos	1.425e6
334	Same	After_6_mos	2.357e6
335	Slightly_worse	After_6_mos	1.6945e6
336	Slightly_worse	Now	1.87e6
337	Same	After_6_mos	2.357e6
338	Severely_bad	Now	-7.11e5
339	Severely_bad	After_12_mos	7.66e5
340	Same	After_12_mos	2.1e5
341	Same	After_6_mos	2.357e6
342	Severely_bad	Now	-7.11e5
343	Same	After_12_mos	2.1e5
344	Slightly_worse	After_6_mos	1.6945e6
345	Severely_bad	After_12_mos	7.66e5
346	Slightly_worse	After_12_mos	1.425e6
347	Slightly_worse	After_12_mos	1.425e6
348	Same	After_12_mos	2.1e5
349	Slightly_worse	After_6_mos	1.6945e6
350	Severely_bad	Now	-7.11e5
351	Same	After_6_mos	2.357e6
352	Slightly_worse	Now	1.87e6
353	Same	After_12_mos	2.1e5
354	Same	After_12_mos	2.1e5
355	Same	Now	2.726e6
356	Severely_bad	Now	-7.11e5
357	Same	After_6_mos	2.357e6
358	Same	After_12_mos	2.1e5
359	Same	After_12_mos	2.1e5
360	Same	Now	2.726e6
361	Slightly_worse	Now	1.87e6
362	Same	After_12_mos	2.1e5
363	Severely_bad	After_6_mos	9.005e5
364	Slightly_worse	Now	1.87e6
365	Slightly_worse	Now	1.87e6
366	Same	After_12_mos	2.1e5
367	Slightly_worse	Now	1.87e6
368	Same	After_12_mos	2.1e5
369	Severely_bad	After_6_mos	9.005e5
370	Slightly_worse	After_6_mos	1.6945e6
371	Slightly_worse	Now	1.87e6
372	Same	Now	2.726e6
373	Slightly_worse	After_6_mos	1.6945e6
374	Severely_bad	Now	-7.11e5
375	Same	After_12_mos	2.1e5
376	Slightly_worse	After_6_mos	1.6945e6
377	Slightly_worse	After_12_mos	1.425e6
378	Same	After_12_mos	2.1e5
379	Severely_bad	Now	-7.11e5
380	Same	Now	2.726e6
381	Same	After_12_mos	2.1e5
382	Slightly_worse	Now	1.87e6
383	Severely_bad	After_6_mos	9.005e5
384	Same	After_12_mos	2.1e5
385	Same	Now	2.726e6
386	Slightly_worse	After_12_mos	1.425e6
387	Severely_bad	After_12_mos	7.66e5
388	Slightly_worse	After_6_mos	1.6945e6
389	Same	After_12_mos	2.1e5
390	Same	After_6_mos	2.357e6
391	Severely_bad	Now	-7.11e5
392	Same	After_12_mos	2.1e5
393	Severely_bad	After_12_mos	7.66e5
394	Slightly_worse	Now	1.87e6
395	Same	After_12_mos	2.1e5
396	Same	After_12_mos	2.1e5
397	Severely_bad	Now	-7.11e5
398	Same	After_6_mos	2.357e6
399	Severely_bad	After_6_mos	9.005e5
400	Same	After_12_mos	2.1e5
401	Same	Now	2.726e6
402	Same	Now	2.726e6
403	Same	After_12_mos	2.1e5
404	Slightly_worse	After_6_mos	1.6945e6
405	Severely_bad	After_6_mos	9.005e5
406	Severely_bad	After_12_mos	7.66e5
407	Same	After_6_mos	2.357e6
408	Severely_bad	After_6_mos	9.005e5
409	Slightly_worse	Now	1.87e6
410	Same	After_6_mos	2.357e6
411	Slightly_worse	Now	1.87e6
412	Severely_bad	After_6_mos	9.005e5
413	Same	Now	2.726e6
414	Slightly_worse	After_12_mos	1.425e6
415	Severely_bad	Now	-7.11e5
416	Severely_bad	Now	-7.11e5
417	Same	After_12_mos	2.1e5
418	Same	Now	2.726e6
419	Same	After_12_mos	2.1e5
420	Same	After_12_mos	2.1e5
421	Same	Now	2.726e6
422	Severely_bad	Now	-7.11e5
423	Severely_bad	After_12_mos	7.66e5
424	Same	Now	2.726e6
425	Same	After_6_mos	2.357e6
426	Slightly_worse	After_6_mos	1.6945e6
427	Severely_bad	After_12_mos	7.66e5
428	Slightly_worse	After_6_mos	1.6945e6
429	Same	Now	2.726e6
430	Same	After_6_mos	2.357e6
431	Slightly_worse	After_6_mos	1.6945e6
432	Severely_bad	Now	-7.11e5
433	Severely_bad	After_12_mos	7.66e5
434	Severely_bad	After_6_mos	9.005e5
435	Same	After_12_mos	2.1e5
436	Same	After_12_mos	2.1e5
437	Severely_bad	After_6_mos	9.005e5
438	Same	After_6_mos	2.357e6
439	Same	After_12_mos	2.1e5
440	Same	After_6_mos	2.357e6
441	Same	Now	2.726e6
442	Same	Now	2.726e6
443	Same	Now	2.726e6
444	Severely_bad	After_12_mos	7.66e5
445	Slightly_worse	After_6_mos	1.6945e6
446	Severely_bad	After_12_mos	7.66e5
447	Severely_bad	After_12_mos	7.66e5
448	Severely_bad	After_6_mos	9.005e5
449	Same	After_6_mos	2.357e6
450	Same	After_6_mos	2.357e6
451	Severely_bad	After_12_mos	7.66e5
452	Same	After_12_mos	2.1e5
453	Same	After_12_mos	2.1e5
454	Same	After_6_mos	2.357e6
455	Same	After_12_mos	2.1e5
456	Severely_bad	After_12_mos	7.66e5
457	Same	After_6_mos	2.357e6
458	Slightly_worse	After_12_mos	1.425e6
459	Severely_bad	After_12_mos	7.66e5
460	Same	After_6_mos	2.357e6
461	Slightly_worse	Now	1.87e6
462	Same	After_6_mos	2.357e6
463	Same	After_12_mos	2.1e5
464	Same	After_6_mos	2.357e6
465	Same	After_6_mos	2.357e6
466	Slightly_worse	After_12_mos	1.425e6
467	Same	After_12_mos	2.1e5
468	Same	Now	2.726e6
469	Same	After_6_mos	2.357e6
470	Same	After_12_mos	2.1e5
471	Severely_bad	After_12_mos	7.66e5
472	Same	Now	2.726e6
473	Slightly_worse	After_6_mos	1.6945e6
474	Slightly_worse	After_6_mos	1.6945e6
475	Slightly_worse	Now	1.87e6
476	Same	Now	2.726e6
477	Slightly_worse	After_6_mos	1.6945e6
478	Severely_bad	After_12_mos	7.66e5
479	Same	Now	2.726e6
480	Severely_bad	Now	-7.11e5
481	Same	After_12_mos	2.1e5
482	Same	After_6_mos	2.357e6
483	Same	Now	2.726e6
484	Slightly_worse	After_6_mos	1.6945e6
485	Same	Now	2.726e6
486	Slightly_worse	Now	1.87e6
487	Same	After_6_mos	2.357e6
488	Severely_bad	Now	-7.11e5
489	Severely_bad	Now	-7.11e5
490	Severely_bad	After_6_mos	9.005e5
491	Same	After_12_mos	2.1e5
492	Slightly_worse	After_12_mos	1.425e6
493	Same	After_12_mos	2.1e5
494	Same	After_6_mos	2.357e6
495	Same	After_12_mos	2.1e5
496	Same	Now	2.726e6
497	Slightly_worse	After_6_mos	1.6945e6
498	Same	Now	2.726e6
499	Same	After_6_mos	2.357e6
500	Same	Now	2.726e6
501	Severely_bad	After_12_mos	7.66e5
502	Same	After_6_mos	2.357e6
503	Same	After_6_mos	2.357e6
504	Same	After_6_mos	2.357e6
505	Slightly_worse	Now	1.87e6
506	Slightly_worse	Now	1.87e6
507	Same	After_6_mos	2.357e6
508	Same	Now	2.726e6
509	Same	Now	2.726e6
510	Same	After_12_mos	2.1e5
511	Same	Now	2.726e6
512	Same	After_6_mos	2.357e6
513	Slightly_worse	After_12_mos	1.425e6
514	Severely_bad	After_12_mos	7.66e5
515	Same	After_6_mos	2.357e6
516	Slightly_worse	After_6_mos	1.6945e6
517	Severely_bad	After_6_mos	9.005e5
518	Same	After_12_mos	2.1e5
519	Severely_bad	After_6_mos	9.005e5
520	Slightly_worse	After_6_mos	1.6945e6
521	Same	Now	2.726e6
522	Same	After_6_mos	2.357e6
523	Severely_bad	After_6_mos	9.005e5
524	Severely_bad	After_6_mos	9.005e5
525	Same	Now	2.726e6
526	Same	After_6_mos	2.357e6
527	Slightly_worse	After_6_mos	1.6945e6
528	Slightly_worse	After_6_mos	1.6945e6
529	Severely_bad	After_6_mos	9.005e5
530	Slightly_worse	After_12_mos	1.425e6
531	Severely_bad	Now	-7.11e5
532	Same	After_12_mos	2.1e5
533	Same	After_6_mos	2.357e6
534	Same	Now	2.726e6
535	Same	Now	2.726e6
536	Severely_bad	After_12_mos	7.66e5
537	Same	After_6_mos	2.357e6
538	Slightly_worse	Now	1.87e6
539	Severely_bad	After_6_mos	9.005e5
540	Same	After_6_mos	2.357e6
541	Same	After_6_mos	2.357e6
542	Severely_bad	After_12_mos	7.66e5
543	Slightly_worse	Now	1.87e6
544	Slightly_worse	After_6_mos	1.6945e6
545	Same	After_12_mos	2.1e5
546	Severely_bad	After_6_mos	9.005e5
547	Same	Now	2.726e6
548	Same	After_12_mos	2.1e5
549	Same	After_6_mos	2.357e6
550	Severely_bad	Now	-7.11e5
551	Severely_bad	After_6_mos	9.005e5
552	Severely_bad	After_12_mos	7.66e5
553	Same	After_6_mos	2.357e6
554	Same	After_6_mos	2.357e6
555	Same	After_12_mos	2.1e5
556	Severely_bad	After_6_mos	9.005e5
557	Severely_bad	After_12_mos	7.66e5
558	Severely_bad	Now	-7.11e5
559	Same	After_6_mos	2.357e6
560	Severely_bad	After_12_mos	7.66e5
561	Severely_bad	Now	-7.11e5
562	Severely_bad	After_12_mos	7.66e5
563	Same	After_12_mos	2.1e5
564	Severely_bad	Now	-7.11e5
565	Same	Now	2.726e6
566	Same	After_6_mos	2.357e6
567	Slightly_worse	After_12_mos	1.425e6
568	Severely_bad	After_6_mos	9.005e5
569	Severely_bad	After_6_mos	9.005e5
570	Slightly_worse	After_12_mos	1.425e6
571	Severely_bad	After_12_mos	7.66e5
572	Severely_bad	After_6_mos	9.005e5
573	Same	Now	2.726e6
574	Same	Now	2.726e6
575	Slightly_worse	Now	1.87e6
576	Slightly_worse	After_6_mos	1.6945e6
577	Same	After_6_mos	2.357e6
578	Slightly_worse	Now	1.87e6
579	Same	Now	2.726e6
580	Same	Now	2.726e6
581	Slightly_worse	After_12_mos	1.425e6
582	Same	After_6_mos	2.357e6
583	Same	After_12_mos	2.1e5
584	Same	After_12_mos	2.1e5
585	Same	After_6_mos	2.357e6
586	Severely_bad	Now	-7.11e5
587	Severely_bad	After_6_mos	9.005e5
588	Same	After_6_mos	2.357e6
589	Same	Now	2.726e6
590	Same	After_6_mos	2.357e6
591	Same	After_6_mos	2.357e6
592	Severely_bad	After_12_mos	7.66e5
593	Same	After_6_mos	2.357e6
594	Same	After_12_mos	2.1e5
595	Severely_bad	Now	-7.11e5
596	Severely_bad	Now	-7.11e5
597	Slightly_worse	After_6_mos	1.6945e6
598	Same	After_6_mos	2.357e6
599	Same	After_12_mos	2.1e5
600	Slightly_worse	After_6_mos	1.6945e6
601	Same	After_6_mos	2.357e6
602	Slightly_worse	After_6_mos	1.6945e6
603	Same	After_6_mos	2.357e6
604	Same	Now	2.726e6
605	Same	After_12_mos	2.1e5
606	Severely_bad	After_12_mos	7.66e5
607	Slightly_worse	After_6_mos	1.6945e6
608	Slightly_worse	Now	1.87e6
609	Severely_bad	Now	-7.11e5
610	Same	Now	2.726e6
611	Same	After_6_mos	2.357e6
612	Slightly_worse	Now	1.87e6
613	Same	After_12_mos	2.1e5
614	Slightly_worse	Now	1.87e6
615	Slightly_worse	After_6_mos	1.6945e6
616	Slightly_worse	After_6_mos	1.6945e6
617	Slightly_worse	After_12_mos	1.425e6
618	Severely_bad	Now	-7.11e5
619	Severely_bad	Now	-7.11e5
620	Same	After_6_mos	2.357e6
621	Slightly_worse	After_6_mos	1.6945e6
622	Severely_bad	After_6_mos	9.005e5
623	Severely_bad	After_6_mos	9.005e5
624	Same	After_12_mos	2.1e5
625	Slightly_worse	Now	1.87e6
626	Same	After_12_mos	2.1e5
627	Same	After_6_mos	2.357e6
628	Severely_bad	After_6_mos	9.005e5
629	Same	After_12_mos	2.1e5
630	Severely_bad	After_6_mos	9.005e5
631	Severely_bad	After_12_mos	7.66e5
632	Severely_bad	After_6_mos	9.005e5
633	Same	Now	2.726e6
634	Same	After_12_mos	2.1e5
635	Same	Now	2.726e6
636	Same	After_12_mos	2.1e5
637	Same	After_12_mos	2.1e5
638	Slightly_worse	After_6_mos	1.6945e6
639	Severely_bad	After_6_mos	9.005e5
640	Same	After_6_mos	2.357e6
641	Same	Now	2.726e6
642	Severely_bad	After_6_mos	9.005e5
643	Severely_bad	Now	-7.11e5
644	Same	After_6_mos	2.357e6
645	Same	After_6_mos	2.357e6
646	Same	After_6_mos	2.357e6
647	Same	After_6_mos	2.357e6
648	Slightly_worse	After_6_mos	1.6945e6
649	Slightly_worse	Now	1.87e6
650	Slightly_worse	Now	1.87e6
651	Slightly_worse	After_6_mos	1.6945e6
652	Same	After_12_mos	2.1e5
653	Same	After_6_mos	2.357e6
654	Slightly_worse	After_6_mos	1.6945e6
655	Slightly_worse	Now	1.87e6
656	Same	After_12_mos	2.1e5
657	Severely_bad	After_6_mos	9.005e5
658	Same	Now	2.726e6
659	Severely_bad	After_12_mos	7.66e5
660	Same	Now	2.726e6
661	Severely_bad	After_12_mos	7.66e5
662	Severely_bad	After_12_mos	7.66e5
663	Slightly_worse	After_12_mos	1.425e6
664	Same	Now	2.726e6
665	Same	After_6_mos	2.357e6
666	Same	After_6_mos	2.357e6
667	Severely_bad	Now	-7.11e5
668	Slightly_worse	After_12_mos	1.425e6
669	Same	Now	2.726e6
670	Severely_bad	After_6_mos	9.005e5
671	Severely_bad	After_12_mos	7.66e5
672	Severely_bad	After_6_mos	9.005e5
673	Slightly_worse	Now	1.87e6
674	Same	After_6_mos	2.357e6
675	Slightly_worse	After_12_mos	1.425e6
676	Slightly_worse	Now	1.87e6
677	Severely_bad	Now	-7.11e5
678	Slightly_worse	After_6_mos	1.6945e6
679	Severely_bad	After_6_mos	9.005e5
680	Slightly_worse	After_6_mos	1.6945e6
681	Slightly_worse	After_12_mos	1.425e6
682	Severely_bad	After_12_mos	7.66e5
683	Severely_bad	Now	-7.11e5
684	Same	After_12_mos	2.1e5
685	Slightly_worse	After_6_mos	1.6945e6
686	Same	After_12_mos	2.1e5
687	Same	After_6_mos	2.357e6
688	Same	After_12_mos	2.1e5
689	Slightly_worse	Now	1.87e6
690	Severely_bad	Now	-7.11e5
691	Same	After_12_mos	2.1e5
692	Same	After_6_mos	2.357e6
693	Slightly_worse	Now	1.87e6
694	Same	Now	2.726e6
695	Slightly_worse	Now	1.87e6
696	Severely_bad	After_12_mos	7.66e5
697	Severely_bad	Now	-7.11e5
698	Severely_bad	Now	-7.11e5
699	Same	After_12_mos	2.1e5
700	Same	After_12_mos	2.1e5
701	Severely_bad	After_6_mos	9.005e5
702	Slightly_worse	After_6_mos	1.6945e6
703	Severely_bad	After_6_mos	9.005e5
704	Same	Now	2.726e6
705	Same	After_6_mos	2.357e6
706	Same	After_6_mos	2.357e6
707	Same	After_6_mos	2.357e6
708	Same	After_6_mos	2.357e6
709	Slightly_worse	After_12_mos	1.425e6
710	Same	After_6_mos	2.357e6
711	Severely_bad	Now	-7.11e5
712	Severely_bad	After_6_mos	9.005e5
713	Slightly_worse	After_12_mos	1.425e6
714	Severely_bad	Now	-7.11e5
715	Same	Now	2.726e6
