ids	IO_board_fail	Logic_board_fail	System_State	Rework_Decision	Rework_Outcome	Rework_Cost
137	0	1	0	0	1	-175
138	0	1	0	1	1	-225
139	1	1	0	0	0	-300
140	0	1	0	0	1	-175
141	1	1	0	0	0	-300
142	0	1	0	0	1	-175
143	0	0	1	0	0	-300
144	0	1	0	0	1	-175
145	0	1	0	0	1	-175
146	0	0	1	0	0	-300
147	0	0	1	1	0	-300
148	0	1	0	1	1	-225
149	0	0	1	0	0	-300
150	0	1	0	1	1	-225
151	0	1	0	0	1	-175
152	1	1	0	0	0	-300
153	0	1	0	0	1	-175
154	0	1	0	1	1	-225
155	1	0	0	1	2	-125
156	0	1	0	0	1	-175
157	0	0	1	0	0	-300
158	1	1	0	0	0	-300
159	0	1	0	0	1	-175
160	1	1	0	1	0	-300
161	0	0	1	1	0	-300
162	1	1	0	0	0	-300
163	0	1	0	0	1	-175
164	0	1	0	0	1	-175
165	0	1	0	1	1	-225
166	0	1	0	0	1	-175
167	0	1	0	0	1	-175
168	0	1	0	0	1	-175
169	0	1	0	1	1	-225
170	0	1	0	0	1	-175
171	0	1	0	0	1	-175
172	0	1	0	0	1	-175
173	0	1	0	1	1	-225
174	0	0	1	1	0	-300
175	0	1	0	1	1	-225
176	0	1	0	0	1	-175
177	0	1	0	0	1	-175
178	0	1	0	1	1	-225
179	1	1	0	1	0	-300
180	0	1	0	1	1	-225
181	0	1	0	0	1	-175
182	0	1	0	1	1	-225
183	0	1	0	1	1	-225
184	0	1	0	1	1	-225
185	0	1	0	1	1	-225
186	1	1	0	1	0	-300
187	0	1	0	1	1	-225
188	0	0	1	1	0	-300
189	0	0	1	1	0	-300
190	0	1	0	1	1	-225
191	1	1	0	0	0	-300
192	0	0	1	0	0	-300
193	1	1	0	1	0	-300
194	0	1	0	1	1	-225
195	0	1	0	1	1	-225
196	0	1	0	1	1	-225
197	1	1	0	1	0	-300
198	0	1	0	0	1	-175
199	0	0	1	0	0	-300
200	0	1	0	1	1	-225
201	0	1	0	1	1	-225
202	0	1	0	1	1	-225
203	1	0	0	0	2	-200
204	0	1	0	1	1	-225
205	0	0	1	0	0	-300
206	0	1	0	1	1	-225
207	0	1	0	0	1	-175
208	1	1	0	0	0	-300
209	0	1	0	0	1	-175
210	0	0	1	0	0	-300
211	0	1	0	1	1	-225
212	1	1	0	1	0	-300
213	0	1	0	0	1	-175
214	0	0	1	0	0	-300
215	0	1	0	0	1	-175
216	0	1	0	1	1	-225
217	1	1	0	1	0	-300
218	0	1	0	0	1	-175
219	0	0	1	1	0	-300
220	1	1	0	0	0	-300
221	0	1	0	1	1	-225
222	0	1	0	0	1	-175
223	0	1	0	0	1	-175
224	0	1	0	1	1	-225
225	0	1	0	1	1	-225
226	0	1	0	0	1	-175
227	1	1	0	0	0	-300
228	0	1	0	0	1	-175
229	0	0	1	1	0	-300
230	0	1	0	0	1	-175
231	0	0	1	1	0	-300
232	1	1	0	0	0	-300
233	0	1	0	0	1	-175
234	0	1	0	1	1	-225
235	0	0	1	1	0	-300
236	0	0	1	1	0	-300
237	1	1	0	0	0	-300
238	0	1	0	1	1	-225
239	0	1	0	1	1	-225
240	0	1	0	1	1	-225
241	0	1	0	1	1	-225
242	0	1	0	0	1	-175
243	1	0	0	1	2	-125
244	0	1	0	0	1	-175
245	0	1	0	0	1	-175
246	1	1	0	1	0	-300
247	0	1	0	1	1	-225
248	0	1	0	1	1	-225
249	1	1	0	0	0	-300
250	0	1	0	1	1	-225
251	0	1	0	0	1	-175
252	0	1	0	1	1	-225
253	1	1	0	1	0	-300
254	1	0	0	1	2	-125
255	0	1	0	0	1	-175
256	0	1	0	1	1	-225
257	0	1	0	0	1	-175
258	0	1	0	1	1	-225
259	0	1	0	0	1	-175
260	0	0	1	0	0	-300
261	0	1	0	1	1	-225
262	0	1	0	0	1	-175
263	0	1	0	0	1	-175
264	1	1	0	0	0	-300
265	0	1	0	1	1	-225
266	0	1	0	0	1	-175
267	1	1	0	0	0	-300
268	0	1	0	1	1	-225
269	0	1	0	1	1	-225
270	0	1	0	1	1	-225
271	0	1	0	1	1	-225
272	0	1	0	1	1	-225
273	0	0	1	0	0	-300
274	0	1	0	1	1	-225
275	0	0	1	0	0	-300
276	0	1	0	1	1	-225
277	0	0	1	1	0	-300
278	0	1	0	1	1	-225
279	0	0	1	1	0	-300
280	0	0	1	0	0	-300
281	1	1	0	1	0	-300
282	0	1	0	0	1	-175
283	0	1	0	0	1	-175
284	0	0	1	0	0	-300
285	0	1	0	0	1	-175
286	0	1	0	0	1	-175
287	0	1	0	1	1	-225
288	0	1	0	0	1	-175
289	0	1	0	0	1	-175
290	0	0	1	0	0	-300
291	0	1	0	1	1	-225
292	0	1	0	1	1	-225
293	0	1	0	0	1	-175
294	1	1	0	0	0	-300
295	0	0	1	1	0	-300
296	0	1	0	1	1	-225
297	0	1	0	0	1	-175
298	0	1	0	0	1	-175
299	0	1	0	0	1	-175
300	0	1	0	0	1	-175
301	0	1	0	1	1	-225
302	0	1	0	0	1	-175
303	0	1	0	0	1	-175
304	0	1	0	1	1	-225
305	0	1	0	0	1	-175
306	0	1	0	0	1	-175
307	0	1	0	0	1	-175
308	0	1	0	1	1	-225
309	0	0	1	0	0	-300
310	0	1	0	0	1	-175
311	0	0	1	1	0	-300
312	0	0	1	1	0	-300
313	0	1	0	1	1	-225
314	0	1	0	1	1	-225
315	0	1	0	0	1	-175
316	0	0	1	0	0	-300
317	0	1	0	1	1	-225
318	0	0	1	0	0	-300
319	1	1	0	0	0	-300
320	0	1	0	0	1	-175
321	0	1	0	1	1	-225
322	0	0	1	1	0	-300
323	0	1	0	0	1	-175
324	0	1	0	0	1	-175
325	1	1	0	1	0	-300
326	0	1	0	0	1	-175
327	0	1	0	0	1	-175
328	0	0	1	1	0	-300
329	1	1	0	0	0	-300
330	0	1	0	1	1	-225
331	1	0	0	1	2	-125
332	0	1	0	0	1	-175
333	0	1	0	1	1	-225
334	1	1	0	0	0	-300
335	0	1	0	1	1	-225
336	0	1	0	1	1	-225
337	0	1	0	0	1	-175
338	1	0	0	1	2	-125
339	0	1	0	0	1	-175
340	0	1	0	0	1	-175
341	0	0	1	1	0	-300
342	0	0	1	1	0	-300
343	1	1	0	1	0	-300
344	0	1	0	0	1	-175
345	0	1	0	0	1	-175
346	0	1	0	1	1	-225
347	1	1	0	0	0	-300
348	0	1	0	0	1	-175
349	0	1	0	1	1	-225
350	0	1	0	0	1	-175
351	0	1	0	0	1	-175
352	0	1	0	1	1	-225
353	0	1	0	0	1	-175
354	0	1	0	1	1	-225
355	0	0	1	1	0	-300
356	0	1	0	0	1	-175
357	0	1	0	1	1	-225
358	0	1	0	0	1	-175
359	0	1	0	1	1	-225
360	0	1	0	1	1	-225
361	1	1	0	0	0	-300
362	0	0	1	1	0	-300
363	0	1	0	1	1	-225
364	0	1	0	1	1	-225
365	1	1	0	0	0	-300
366	0	1	0	0	1	-175
367	0	1	0	1	1	-225
368	0	1	0	1	1	-225
369	1	1	0	0	0	-300
370	0	0	1	1	0	-300
371	0	0	1	0	0	-300
372	0	1	0	1	1	-225
373	0	1	0	1	1	-225
374	0	1	0	1	1	-225
375	0	1	0	0	1	-175
376	0	1	0	1	1	-225
377	0	1	0	1	1	-225
378	0	1	0	0	1	-175
379	1	1	0	1	0	-300
380	1	1	0	0	0	-300
381	0	1	0	1	1	-225
382	0	1	0	1	1	-225
383	0	0	1	0	0	-300
384	0	1	0	0	1	-175
385	1	1	0	1	0	-300
386	0	1	0	0	1	-175
387	0	1	0	0	1	-175
388	0	1	0	1	1	-225
389	0	1	0	0	1	-175
390	1	1	0	0	0	-300
391	0	0	1	0	0	-300
392	0	1	0	1	1	-225
393	0	1	0	0	1	-175
394	0	1	0	1	1	-225
395	0	1	0	0	1	-175
396	0	1	0	0	1	-175
397	0	1	0	1	1	-225
398	0	1	0	1	1	-225
399	0	1	0	0	1	-175
400	0	1	0	1	1	-225
401	0	1	0	0	1	-175
402	1	1	0	0	0	-300
403	1	1	0	0	0	-300
404	0	1	0	1	1	-225
405	0	0	1	0	0	-300
406	0	0	1	0	0	-300
407	0	1	0	0	1	-175
408	0	1	0	0	1	-175
409	0	1	0	0	1	-175
410	0	1	0	0	1	-175
411	0	1	0	0	1	-175
412	0	1	0	0	1	-175
413	0	1	0	1	1	-225
414	0	0	1	1	0	-300
415	0	1	0	1	1	-225
416	0	1	0	0	1	-175
417	0	0	1	1	0	-300
418	0	1	0	1	1	-225
419	0	1	0	0	1	-175
420	0	1	0	1	1	-225
421	1	1	0	1	0	-300
422	1	1	0	1	0	-300
423	0	1	0	1	1	-225
424	1	0	0	1	2	-125
425	0	1	0	0	1	-175
426	0	1	0	1	1	-225
427	1	1	0	0	0	-300
428	0	1	0	0	1	-175
429	1	1	0	0	0	-300
430	0	1	0	0	1	-175
431	0	1	0	0	1	-175
432	0	1	0	1	1	-225
433	0	1	0	1	1	-225
434	1	1	0	1	0	-300
435	0	1	0	1	1	-225
436	0	1	0	0	1	-175
437	1	0	0	0	2	-200
438	1	1	0	1	0	-300
439	1	1	0	1	0	-300
440	0	1	0	0	1	-175
441	0	1	0	0	1	-175
442	1	1	0	0	0	-300
443	0	0	1	1	0	-300
444	0	1	0	1	1	-225
445	1	1	0	1	0	-300
446	0	1	0	0	1	-175
447	0	1	0	0	1	-175
448	0	1	0	1	1	-225
449	0	1	0	0	1	-175
450	0	1	0	0	1	-175
451	0	0	1	0	0	-300
452	0	1	0	0	1	-175
453	0	0	1	1	0	-300
454	1	1	0	1	0	-300
455	0	1	0	1	1	-225
456	1	1	0	0	0	-300
457	1	1	0	0	0	-300
458	0	1	0	0	1	-175
459	0	0	1	1	0	-300
460	0	1	0	0	1	-175
461	0	1	0	1	1	-225
462	0	1	0	0	1	-175
463	0	0	1	1	0	-300
464	0	1	0	0	1	-175
465	0	1	0	0	1	-175
466	0	1	0	0	1	-175
467	1	1	0	0	0	-300
468	0	0	1	1	0	-300
469	1	1	0	0	0	-300
470	0	1	0	0	1	-175
471	1	0	0	1	2	-125
472	0	1	0	1	1	-225
473	0	1	0	1	1	-225
474	0	0	1	0	0	-300
475	0	1	0	0	1	-175
476	1	1	0	1	0	-300
477	1	1	0	0	0	-300
478	0	0	1	1	0	-300
479	0	1	0	1	1	-225
480	0	1	0	1	1	-225
481	0	1	0	0	1	-175
482	1	1	0	0	0	-300
483	0	1	0	0	1	-175
484	0	1	0	0	1	-175
485	0	1	0	0	1	-175
486	0	1	0	0	1	-175
487	0	1	0	0	1	-175
488	0	1	0	1	1	-225
489	0	1	0	1	1	-225
490	0	0	1	1	0	-300
491	0	0	1	1	0	-300
492	0	1	0	0	1	-175
493	1	0	0	1	2	-125
494	0	1	0	0	1	-175
495	1	1	0	1	0	-300
496	1	0	0	0	2	-200
497	0	1	0	0	1	-175
498	0	1	0	1	1	-225
499	0	1	0	1	1	-225
500	0	1	0	1	1	-225
501	0	1	0	1	1	-225
502	0	1	0	0	1	-175
503	0	1	0	0	1	-175
504	1	1	0	0	0	-300
505	0	0	1	0	0	-300
506	0	1	0	0	1	-175
507	0	1	0	1	1	-225
508	0	1	0	0	1	-175
509	0	1	0	1	1	-225
510	0	1	0	1	1	-225
511	1	0	0	1	2	-125
512	1	0	0	1	2	-125
513	0	1	0	1	1	-225
514	0	1	0	0	1	-175
515	1	0	0	1	2	-125
516	0	1	0	0	1	-175
517	0	1	0	1	1	-225
518	0	1	0	0	1	-175
519	0	1	0	0	1	-175
520	0	1	0	1	1	-225
521	0	1	0	1	1	-225
522	0	1	0	0	1	-175
523	0	1	0	0	1	-175
524	0	1	0	0	1	-175
525	0	1	0	1	1	-225
526	0	1	0	0	1	-175
527	1	1	0	0	0	-300
528	0	1	0	1	1	-225
529	0	1	0	1	1	-225
530	1	1	0	0	0	-300
531	0	1	0	0	1	-175
532	0	1	0	0	1	-175
533	1	1	0	0	0	-300
534	0	1	0	1	1	-225
535	1	1	0	0	0	-300
536	0	1	0	0	1	-175
537	0	1	0	0	1	-175
538	0	1	0	1	1	-225
539	1	0	0	1	2	-125
540	0	1	0	1	1	-225
541	1	1	0	1	0	-300
542	0	1	0	0	1	-175
543	0	1	0	0	1	-175
544	0	1	0	0	1	-175
545	1	1	0	0	0	-300
546	0	1	0	0	1	-175
547	0	1	0	0	1	-175
548	1	1	0	0	0	-300
549	0	1	0	0	1	-175
550	1	1	0	0	0	-300
551	0	1	0	1	1	-225
552	0	1	0	1	1	-225
553	0	1	0	0	1	-175
554	0	1	0	1	1	-225
555	0	1	0	0	1	-175
556	0	1	0	0	1	-175
557	0	1	0	1	1	-225
558	0	1	0	0	1	-175
559	0	0	1	0	0	-300
560	0	1	0	0	1	-175
561	1	1	0	0	0	-300
562	1	1	0	0	0	-300
563	0	1	0	1	1	-225
564	0	1	0	1	1	-225
565	0	1	0	1	1	-225
566	0	1	0	1	1	-225
567	0	1	0	1	1	-225
568	1	1	0	0	0	-300
569	0	1	0	0	1	-175
570	0	1	0	1	1	-225
571	0	0	1	0	0	-300
572	0	1	0	0	1	-175
573	0	1	0	1	1	-225
574	0	0	1	0	0	-300
575	0	1	0	1	1	-225
576	0	1	0	0	1	-175
577	0	1	0	0	1	-175
578	1	1	0	0	0	-300
579	0	1	0	1	1	-225
580	0	1	0	1	1	-225
581	0	1	0	0	1	-175
582	0	1	0	0	1	-175
583	0	1	0	1	1	-225
584	0	0	1	0	0	-300
585	0	1	0	1	1	-225
586	0	1	0	0	1	-175
587	0	1	0	1	1	-225
588	0	1	0	0	1	-175
589	1	0	0	0	2	-200
590	1	1	0	0	0	-300
591	0	1	0	0	1	-175
592	0	1	0	0	1	-175
593	0	0	1	0	0	-300
594	0	1	0	0	1	-175
595	0	1	0	1	1	-225
596	0	1	0	0	1	-175
597	1	1	0	0	0	-300
598	0	0	1	0	0	-300
599	0	1	0	0	1	-175
600	0	1	0	0	1	-175
601	1	1	0	1	0	-300
602	0	1	0	0	1	-175
603	1	1	0	1	0	-300
604	0	1	0	0	1	-175
605	0	1	0	1	1	-225
606	0	0	1	1	0	-300
607	1	0	0	1	2	-125
608	0	1	0	0	1	-175
609	0	1	0	1	1	-225
610	0	1	0	0	1	-175
611	0	1	0	0	1	-175
612	0	1	0	0	1	-175
613	0	1	0	1	1	-225
614	0	1	0	0	1	-175
615	1	1	0	1	0	-300
616	0	1	0	0	1	-175
617	0	1	0	1	1	-225
618	0	1	0	0	1	-175
619	0	1	0	0	1	-175
620	1	0	0	1	2	-125
621	0	1	0	0	1	-175
622	0	1	0	0	1	-175
623	0	0	1	1	0	-300
624	0	1	0	0	1	-175
625	0	1	0	1	1	-225
626	0	0	1	1	0	-300
627	0	1	0	0	1	-175
628	1	1	0	0	0	-300
629	0	0	1	0	0	-300
630	0	1	0	0	1	-175
631	0	1	0	0	1	-175
632	0	1	0	1	1	-225
633	1	0	0	0	2	-200
634	1	1	0	0	0	-300
635	0	1	0	1	1	-225
636	0	0	1	0	0	-300
637	0	1	0	0	1	-175
638	0	1	0	1	1	-225
639	0	1	0	0	1	-175
640	0	1	0	1	1	-225
641	0	1	0	1	1	-225
642	0	1	0	1	1	-225
643	0	0	1	1	0	-300
644	0	1	0	1	1	-225
645	0	0	1	0	0	-300
646	0	1	0	0	1	-175
647	0	1	0	1	1	-225
648	0	1	0	0	1	-175
649	0	1	0	0	1	-175
650	0	1	0	0	1	-175
651	1	0	0	1	2	-125
652	0	1	0	1	1	-225
653	0	1	0	0	1	-175
654	0	1	0	0	1	-175
655	0	1	0	0	1	-175
656	1	1	0	1	0	-300
657	0	1	0	0	1	-175
658	0	1	0	0	1	-175
659	0	1	0	1	1	-225
660	0	1	0	1	1	-225
661	0	1	0	1	1	-225
662	0	1	0	1	1	-225
663	0	1	0	1	1	-225
664	1	1	0	1	0	-300
665	0	0	1	1	0	-300
666	1	1	0	1	0	-300
667	0	1	0	0	1	-175
668	0	0	1	1	0	-300
669	1	1	0	1	0	-300
670	1	0	0	0	2	-200
671	0	1	0	0	1	-175
672	0	0	1	1	0	-300
673	1	1	0	0	0	-300
674	0	1	0	0	1	-175
675	0	1	0	1	1	-225
676	0	1	0	1	1	-225
677	0	1	0	1	1	-225
678	0	1	0	1	1	-225
679	0	1	0	1	1	-225
680	0	0	1	0	0	-300
681	0	1	0	0	1	-175
682	1	1	0	0	0	-300
683	0	1	0	1	1	-225
684	0	1	0	1	1	-225
685	0	1	0	0	1	-175
686	1	1	0	0	0	-300
687	0	1	0	1	1	-225
688	0	1	0	1	1	-225
689	0	1	0	0	1	-175
690	0	1	0	1	1	-225
691	0	1	0	1	1	-225
692	0	1	0	0	1	-175
693	1	1	0	0	0	-300
694	0	1	0	1	1	-225
695	0	1	0	0	1	-175
696	0	1	0	0	1	-175
697	0	0	1	1	0	-300
698	0	1	0	1	1	-225
699	1	0	0	1	2	-125
700	0	1	0	0	1	-175
701	0	1	0	0	1	-175
702	1	1	0	0	0	-300
703	0	1	0	0	1	-175
704	0	0	1	1	0	-300
705	0	1	0	0	1	-175
706	0	1	0	0	1	-175
707	0	1	0	1	1	-225
708	1	1	0	1	0	-300
709	1	1	0	0	0	-300
710	0	1	0	0	1	-175
711	0	0	1	0	0	-300
712	0	1	0	1	1	-225
713	1	1	0	1	0	-300
714	0	1	0	0	1	-175
715	0	1	0	0	1	-175
716	1	1	0	0	0	-300
717	0	0	1	0	0	-300
718	0	0	1	1	0	-300
719	0	1	0	1	1	-225
720	1	1	0	1	0	-300
721	0	1	0	1	1	-225
722	1	1	0	0	0	-300
723	0	1	0	0	1	-175
724	0	1	0	1	1	-225
725	0	1	0	0	1	-175
726	0	1	0	0	1	-175
727	1	1	0	0	0	-300
728	0	0	1	1	0	-300
729	0	1	0	1	1	-225
730	1	1	0	1	0	-300
731	0	1	0	0	1	-175
732	0	1	0	1	1	-225
733	0	1	0	1	1	-225
734	1	1	0	1	0	-300
735	0	1	0	0	1	-175
736	1	1	0	1	0	-300
737	0	1	0	0	1	-175
738	1	1	0	0	0	-300
739	1	1	0	0	0	-300
740	0	1	0	0	1	-175
741	0	1	0	1	1	-225
742	0	1	0	0	1	-175
743	0	1	0	0	1	-175
744	0	1	0	0	1	-175
745	0	1	0	0	1	-175
746	0	1	0	1	1	-225
747	0	1	0	1	1	-225
748	0	1	0	0	1	-175
749	1	1	0	1	0	-300
750	0	1	0	1	1	-225
751	0	1	0	1	1	-225
752	0	1	0	1	1	-225
753	0	1	0	0	1	-175
754	0	1	0	0	1	-175
755	0	0	1	0	0	-300
756	0	1	0	1	1	-225
757	0	1	0	0	1	-175
758	0	1	0	0	1	-175
759	1	1	0	1	0	-300
760	0	1	0	1	1	-225
761	0	1	0	0	1	-175
762	0	1	0	0	1	-175
763	1	1	0	0	0	-300
764	0	1	0	0	1	-175
765	0	1	0	1	1	-225
766	0	1	0	0	1	-175
767	0	1	0	1	1	-225
768	0	1	0	1	1	-225
769	0	1	0	0	1	-175
770	0	0	1	1	0	-300
771	0	1	0	1	1	-225
772	0	1	0	1	1	-225
773	0	1	0	0	1	-175
774	1	1	0	1	0	-300
775	0	1	0	0	1	-175
776	0	0	1	0	0	-300
777	0	1	0	0	1	-175
778	0	1	0	0	1	-175
779	0	1	0	0	1	-175
780	0	1	0	1	1	-225
781	0	1	0	0	1	-175
782	1	1	0	0	0	-300
783	0	1	0	1	1	-225
784	0	1	0	1	1	-225
785	0	0	1	0	0	-300
786	0	1	0	0	1	-175
787	1	1	0	0	0	-300
788	0	1	0	1	1	-225
789	0	1	0	0	1	-175
790	1	1	0	1	0	-300
791	0	1	0	0	1	-175
792	0	1	0	0	1	-175
793	0	1	0	0	1	-175
794	0	1	0	1	1	-225
795	0	0	1	0	0	-300
796	0	1	0	1	1	-225
797	0	1	0	1	1	-225
798	0	0	1	0	0	-300
799	0	0	1	1	0	-300
800	1	1	0	1	0	-300
801	0	1	0	0	1	-175
802	0	0	1	0	0	-300
803	0	1	0	1	1	-225
804	0	0	1	0	0	-300
805	0	1	0	0	1	-175
806	0	0	1	0	0	-300
807	0	0	1	1	0	-300
808	0	1	0	1	1	-225
809	0	0	1	0	0	-300
810	1	1	0	1	0	-300
811	0	1	0	1	1	-225
812	0	1	0	0	1	-175
813	0	1	0	0	1	-175
814	0	1	0	1	1	-225
815	0	0	1	1	0	-300
816	0	1	0	1	1	-225
817	0	1	0	1	1	-225
818	0	1	0	1	1	-225
819	0	1	0	1	1	-225
820	1	1	0	0	0	-300
821	0	1	0	0	1	-175
822	0	1	0	1	1	-225
823	1	1	0	0	0	-300
824	0	1	0	0	1	-175
825	0	1	0	0	1	-175
826	1	1	0	0	0	-300
827	0	1	0	0	1	-175
828	0	1	0	1	1	-225
829	0	1	0	0	1	-175
830	0	1	0	0	1	-175
831	0	0	1	1	0	-300
832	1	1	0	0	0	-300
833	1	1	0	1	0	-300
834	0	1	0	0	1	-175
835	0	1	0	1	1	-225
836	0	0	1	1	0	-300
837	0	1	0	1	1	-225
838	1	1	0	0	0	-300
839	0	1	0	0	1	-175
840	0	1	0	1	1	-225
841	0	1	0	1	1	-225
842	0	1	0	1	1	-225
843	0	1	0	0	1	-175
844	0	1	0	0	1	-175
845	0	1	0	1	1	-225
846	0	1	0	0	1	-175
847	0	0	1	0	0	-300
848	0	1	0	0	1	-175
849	0	1	0	0	1	-175
850	0	1	0	1	1	-225
851	0	1	0	0	1	-175
852	0	1	0	1	1	-225
853	0	1	0	0	1	-175
854	0	1	0	0	1	-175
855	0	1	0	0	1	-175
856	0	1	0	1	1	-225
857	0	1	0	1	1	-225
858	0	0	1	1	0	-300
859	0	1	0	0	1	-175
860	0	1	0	0	1	-175
861	0	1	0	0	1	-175
862	0	0	1	1	0	-300
863	0	0	1	0	0	-300
864	1	1	0	1	0	-300
865	0	1	0	0	1	-175
866	0	1	0	0	1	-175
867	0	1	0	1	1	-225
868	1	1	0	1	0	-300
869	0	1	0	1	1	-225
870	0	1	0	1	1	-225
871	0	1	0	1	1	-225
872	0	1	0	0	1	-175
873	1	1	0	0	0	-300
874	1	1	0	1	0	-300
875	0	0	1	0	0	-300
876	1	1	0	1	0	-300
877	0	1	0	0	1	-175
878	1	1	0	1	0	-300
879	0	1	0	0	1	-175
880	0	1	0	1	1	-225
881	0	0	1	0	0	-300
882	0	1	0	0	1	-175
883	0	1	0	0	1	-175
884	0	1	0	0	1	-175
885	0	1	0	1	1	-225
886	0	1	0	0	1	-175
887	0	0	1	1	0	-300
888	0	1	0	1	1	-225
889	0	1	0	0	1	-175
890	0	1	0	0	1	-175
891	0	1	0	0	1	-175
892	0	1	0	1	1	-225
893	0	1	0	0	1	-175
894	0	1	0	0	1	-175
895	0	1	0	0	1	-175
896	0	1	0	0	1	-175
897	0	1	0	0	1	-175
898	0	1	0	1	1	-225
899	0	1	0	0	1	-175
900	0	1	0	0	1	-175
901	0	0	1	1	0	-300
902	0	1	0	0	1	-175
903	0	1	0	1	1	-225
904	1	0	0	0	2	-200
905	0	1	0	0	1	-175
906	0	1	0	1	1	-225
907	0	1	0	0	1	-175
908	0	1	0	0	1	-175
909	0	1	0	0	1	-175
910	0	0	1	1	0	-300
911	0	1	0	1	1	-225
912	0	1	0	1	1	-225
913	0	0	1	0	0	-300
914	0	1	0	1	1	-225
915	0	1	0	1	1	-225
916	0	1	0	0	1	-175
917	1	1	0	0	0	-300
918	0	1	0	0	1	-175
919	0	1	0	1	1	-225
920	0	0	1	1	0	-300
921	0	1	0	0	1	-175
922	0	1	0	1	1	-225
923	0	0	1	0	0	-300
924	0	1	0	0	1	-175
925	1	1	0	1	0	-300
926	0	0	1	0	0	-300
