ids	IO_board_fail	Logic_board_fail	System_State	Rework_Decision	Rework_Outcome	Rework_Cost
145	0	0	1	1	0	-300
146	0	0	1	0	0	-300
147	0	1	0	0	1	-175
148	0	1	0	1	1	-225
149	0	1	0	1	1	-225
150	0	1	0	0	1	-175
151	0	1	0	0	1	-175
152	0	1	0	0	1	-175
153	0	1	0	0	1	-175
154	1	1	0	1	0	-300
155	0	1	0	1	1	-225
156	0	1	0	0	1	-175
157	0	0	1	0	0	-300
158	0	1	0	0	1	-175
159	0	1	0	0	1	-175
160	0	1	0	0	1	-175
161	0	0	1	0	0	-300
162	0	1	0	0	1	-175
163	0	1	0	1	1	-225
164	0	1	0	0	1	-175
165	1	1	0	1	0	-300
166	0	1	0	1	1	-225
167	0	1	0	1	1	-225
168	0	1	0	0	1	-175
169	1	1	0	0	0	-300
170	0	1	0	0	1	-175
171	0	1	0	1	1	-225
172	0	1	0	1	1	-225
173	0	1	0	1	1	-225
174	0	1	0	1	1	-225
175	0	1	0	1	1	-225
176	0	1	0	0	1	-175
177	0	1	0	1	1	-225
178	0	0	1	1	0	-300
179	0	1	0	0	1	-175
180	0	1	0	1	1	-225
181	0	0	1	1	0	-300
182	0	1	0	0	1	-175
183	0	1	0	0	1	-175
184	0	1	0	1	1	-225
185	0	1	0	1	1	-225
186	0	1	0	1	1	-225
187	0	1	0	0	1	-175
188	0	1	0	1	1	-225
189	0	1	0	1	1	-225
190	0	1	0	1	1	-225
191	0	0	1	1	0	-300
192	0	1	0	1	1	-225
193	0	0	1	1	0	-300
194	0	1	0	1	1	-225
195	0	1	0	1	1	-225
196	0	0	1	1	0	-300
197	0	1	0	1	1	-225
198	0	1	0	0	1	-175
199	0	1	0	0	1	-175
200	0	1	0	1	1	-225
201	0	1	0	0	1	-175
202	0	1	0	0	1	-175
203	0	1	0	0	1	-175
204	1	0	0	0	2	-200
205	0	1	0	0	1	-175
206	0	1	0	1	1	-225
207	1	1	0	0	0	-300
208	0	1	0	0	1	-175
209	0	0	1	0	0	-300
210	0	1	0	1	1	-225
211	0	1	0	1	1	-225
212	0	1	0	0	1	-175
213	0	1	0	1	1	-225
214	0	1	0	0	1	-175
215	0	1	0	1	1	-225
216	1	0	0	0	2	-200
217	0	1	0	1	1	-225
218	1	0	0	0	2	-200
219	0	1	0	0	1	-175
220	0	0	1	0	0	-300
221	0	1	0	0	1	-175
222	0	1	0	1	1	-225
223	0	1	0	0	1	-175
224	0	1	0	1	1	-225
225	0	1	0	0	1	-175
226	0	1	0	0	1	-175
227	0	1	0	0	1	-175
228	0	1	0	0	1	-175
229	1	0	0	1	2	-125
230	0	1	0	0	1	-175
231	1	0	0	0	2	-200
232	0	1	0	1	1	-225
233	0	0	1	1	0	-300
234	1	1	0	0	0	-300
235	0	1	0	1	1	-225
236	0	1	0	0	1	-175
237	1	1	0	0	0	-300
238	0	1	0	1	1	-225
239	0	0	1	1	0	-300
240	0	1	0	1	1	-225
241	0	0	1	0	0	-300
242	0	1	0	0	1	-175
243	0	1	0	1	1	-225
244	0	1	0	1	1	-225
245	0	1	0	0	1	-175
246	0	0	1	0	0	-300
247	0	1	0	0	1	-175
248	0	1	0	0	1	-175
249	0	1	0	1	1	-225
250	0	1	0	0	1	-175
251	0	1	0	1	1	-225
252	0	1	0	0	1	-175
253	1	1	0	1	0	-300
254	1	0	0	0	2	-200
255	0	1	0	0	1	-175
256	0	0	1	1	0	-300
257	0	1	0	1	1	-225
258	1	0	0	1	2	-125
259	0	1	0	1	1	-225
260	0	1	0	0	1	-175
261	1	1	0	1	0	-300
262	0	1	0	1	1	-225
263	1	1	0	1	0	-300
264	0	0	1	0	0	-300
265	0	1	0	1	1	-225
266	0	1	0	0	1	-175
267	0	0	1	0	0	-300
268	0	1	0	0	1	-175
269	0	0	1	0	0	-300
270	0	0	1	0	0	-300
271	0	1	0	0	1	-175
272	0	1	0	1	1	-225
273	0	1	0	0	1	-175
274	0	1	0	0	1	-175
275	0	1	0	1	1	-225
276	0	1	0	1	1	-225
277	1	1	0	1	0	-300
278	0	1	0	0	1	-175
279	0	1	0	1	1	-225
280	0	1	0	0	1	-175
281	0	1	0	1	1	-225
282	0	0	1	1	0	-300
283	0	1	0	1	1	-225
284	0	1	0	0	1	-175
285	0	1	0	0	1	-175
286	0	1	0	0	1	-175
287	0	1	0	1	1	-225
288	1	1	0	1	0	-300
289	0	1	0	0	1	-175
290	0	0	1	0	0	-300
291	0	1	0	1	1	-225
292	0	0	1	1	0	-300
293	0	1	0	0	1	-175
294	0	0	1	1	0	-300
295	0	1	0	0	1	-175
296	0	1	0	1	1	-225
297	0	1	0	0	1	-175
298	1	1	0	1	0	-300
299	0	1	0	0	1	-175
300	1	1	0	1	0	-300
301	0	1	0	1	1	-225
302	0	1	0	0	1	-175
303	0	1	0	0	1	-175
304	1	0	0	0	2	-200
305	0	1	0	0	1	-175
306	0	1	0	0	1	-175
307	0	1	0	0	1	-175
308	0	1	0	0	1	-175
309	1	1	0	1	0	-300
310	0	0	1	1	0	-300
311	1	1	0	0	0	-300
312	0	1	0	1	1	-225
313	0	1	0	1	1	-225
314	0	0	1	1	0	-300
315	0	1	0	0	1	-175
316	0	0	1	0	0	-300
317	0	1	0	1	1	-225
318	0	1	0	0	1	-175
319	0	0	1	0	0	-300
320	1	1	0	1	0	-300
321	0	1	0	1	1	-225
322	0	0	1	1	0	-300
323	0	1	0	1	1	-225
324	1	1	0	1	0	-300
325	0	0	1	1	0	-300
326	0	0	1	1	0	-300
327	0	1	0	1	1	-225
328	0	0	1	1	0	-300
329	1	1	0	0	0	-300
330	1	1	0	0	0	-300
331	1	1	0	0	0	-300
332	0	1	0	1	1	-225
333	0	1	0	1	1	-225
334	0	1	0	0	1	-175
335	0	0	1	1	0	-300
336	0	1	0	1	1	-225
337	0	1	0	0	1	-175
338	0	1	0	0	1	-175
339	0	1	0	1	1	-225
340	1	1	0	1	0	-300
341	0	1	0	1	1	-225
342	0	0	1	0	0	-300
343	0	1	0	1	1	-225
344	0	1	0	1	1	-225
345	0	1	0	0	1	-175
346	0	1	0	1	1	-225
347	0	1	0	1	1	-225
348	0	0	1	1	0	-300
349	1	1	0	1	0	-300
350	0	1	0	0	1	-175
351	0	1	0	1	1	-225
352	0	1	0	0	1	-175
353	0	1	0	1	1	-225
354	0	1	0	0	1	-175
355	0	0	1	0	0	-300
356	1	1	0	1	0	-300
357	0	1	0	1	1	-225
358	0	1	0	1	1	-225
359	1	1	0	1	0	-300
360	0	1	0	1	1	-225
361	0	0	1	0	0	-300
362	0	1	0	0	1	-175
363	0	1	0	0	1	-175
364	0	1	0	1	1	-225
365	0	1	0	0	1	-175
366	1	0	0	0	2	-200
367	0	1	0	1	1	-225
368	0	1	0	0	1	-175
369	0	1	0	1	1	-225
370	0	1	0	0	1	-175
371	0	1	0	0	1	-175
372	0	1	0	0	1	-175
373	0	1	0	1	1	-225
374	0	1	0	0	1	-175
375	0	1	0	1	1	-225
376	0	1	0	1	1	-225
377	0	1	0	0	1	-175
378	0	1	0	0	1	-175
379	0	1	0	0	1	-175
380	0	1	0	0	1	-175
381	0	1	0	1	1	-225
382	0	1	0	0	1	-175
383	1	1	0	1	0	-300
384	0	1	0	1	1	-225
385	1	0	0	0	2	-200
386	0	1	0	0	1	-175
387	0	1	0	1	1	-225
388	0	1	0	1	1	-225
389	0	1	0	0	1	-175
390	0	1	0	0	1	-175
391	0	1	0	0	1	-175
392	0	1	0	0	1	-175
393	0	1	0	0	1	-175
394	0	1	0	1	1	-225
395	1	1	0	1	0	-300
396	0	1	0	1	1	-225
397	0	1	0	0	1	-175
398	0	0	1	1	0	-300
399	0	1	0	0	1	-175
400	0	1	0	0	1	-175
401	0	1	0	1	1	-225
402	0	1	0	1	1	-225
403	0	0	1	0	0	-300
404	0	1	0	1	1	-225
405	1	0	0	1	2	-125
406	0	1	0	1	1	-225
407	0	1	0	1	1	-225
408	0	0	1	0	0	-300
409	0	1	0	0	1	-175
410	0	1	0	0	1	-175
411	0	1	0	1	1	-225
412	0	1	0	0	1	-175
413	0	1	0	0	1	-175
414	0	1	0	0	1	-175
415	0	1	0	1	1	-225
416	0	1	0	1	1	-225
417	0	1	0	0	1	-175
418	0	1	0	1	1	-225
419	1	1	0	1	0	-300
420	1	1	0	0	0	-300
421	0	1	0	0	1	-175
422	0	0	1	1	0	-300
423	0	1	0	1	1	-225
424	0	1	0	0	1	-175
425	0	1	0	0	1	-175
426	0	0	1	0	0	-300
427	0	1	0	0	1	-175
428	0	0	1	0	0	-300
429	0	1	0	0	1	-175
430	1	1	0	1	0	-300
431	1	1	0	0	0	-300
432	0	1	0	0	1	-175
433	0	1	0	1	1	-225
434	0	1	0	0	1	-175
435	0	1	0	0	1	-175
436	0	1	0	1	1	-225
437	0	1	0	1	1	-225
438	0	0	1	1	0	-300
439	0	1	0	1	1	-225
440	0	1	0	1	1	-225
441	0	0	1	0	0	-300
442	1	0	0	0	2	-200
443	0	0	1	1	0	-300
444	0	1	0	1	1	-225
445	1	1	0	0	0	-300
446	0	1	0	0	1	-175
447	0	1	0	0	1	-175
448	0	1	0	1	1	-225
449	0	1	0	1	1	-225
450	0	1	0	1	1	-225
451	0	0	1	0	0	-300
452	1	1	0	1	0	-300
453	0	1	0	0	1	-175
454	0	1	0	0	1	-175
455	0	1	0	0	1	-175
456	0	1	0	1	1	-225
457	0	0	1	1	0	-300
458	0	1	0	1	1	-225
459	0	1	0	1	1	-225
460	1	1	0	0	0	-300
461	0	1	0	0	1	-175
462	0	0	1	1	0	-300
463	0	1	0	1	1	-225
464	0	1	0	1	1	-225
465	1	1	0	1	0	-300
466	0	1	0	0	1	-175
467	1	1	0	1	0	-300
468	0	1	0	1	1	-225
469	0	0	1	1	0	-300
470	0	0	1	1	0	-300
471	0	1	0	0	1	-175
472	1	1	0	0	0	-300
473	1	1	0	1	0	-300
474	0	0	1	0	0	-300
475	1	1	0	1	0	-300
476	0	1	0	1	1	-225
477	0	0	1	0	0	-300
478	0	1	0	0	1	-175
479	0	1	0	0	1	-175
480	1	1	0	0	0	-300
481	0	1	0	1	1	-225
482	0	0	1	1	0	-300
483	0	1	0	1	1	-225
484	0	1	0	1	1	-225
485	0	1	0	0	1	-175
486	1	1	0	1	0	-300
487	0	1	0	0	1	-175
488	0	1	0	1	1	-225
489	0	1	0	0	1	-175
490	0	1	0	1	1	-225
491	0	1	0	0	1	-175
492	1	1	0	1	0	-300
493	0	1	0	1	1	-225
494	1	0	0	0	2	-200
495	0	1	0	0	1	-175
496	1	1	0	1	0	-300
497	0	1	0	0	1	-175
498	0	1	0	0	1	-175
499	0	1	0	0	1	-175
500	0	0	1	1	0	-300
501	0	1	0	0	1	-175
502	0	1	0	1	1	-225
503	0	1	0	0	1	-175
504	0	1	0	1	1	-225
505	1	1	0	0	0	-300
506	0	0	1	1	0	-300
507	0	1	0	1	1	-225
508	0	1	0	1	1	-225
509	0	1	0	0	1	-175
510	0	1	0	0	1	-175
511	1	1	0	1	0	-300
512	0	1	0	0	1	-175
513	0	1	0	1	1	-225
514	0	1	0	1	1	-225
515	0	1	0	0	1	-175
516	0	1	0	1	1	-225
517	0	1	0	1	1	-225
518	0	1	0	0	1	-175
519	1	1	0	0	0	-300
520	0	1	0	0	1	-175
521	1	1	0	0	0	-300
522	0	1	0	0	1	-175
523	0	1	0	0	1	-175
524	0	1	0	0	1	-175
525	0	0	1	1	0	-300
526	0	1	0	1	1	-225
527	0	1	0	0	1	-175
528	0	1	0	0	1	-175
529	0	1	0	0	1	-175
530	0	1	0	0	1	-175
531	0	1	0	0	1	-175
532	0	1	0	0	1	-175
533	0	0	1	0	0	-300
534	0	1	0	1	1	-225
535	0	1	0	1	1	-225
536	0	1	0	1	1	-225
537	0	1	0	1	1	-225
538	0	1	0	1	1	-225
539	0	1	0	0	1	-175
540	0	1	0	0	1	-175
541	0	1	0	1	1	-225
542	0	1	0	1	1	-225
543	0	1	0	1	1	-225
544	1	1	0	0	0	-300
545	0	1	0	1	1	-225
546	0	1	0	1	1	-225
547	0	1	0	0	1	-175
548	0	0	1	1	0	-300
549	0	1	0	1	1	-225
550	0	1	0	1	1	-225
551	0	1	0	1	1	-225
552	1	1	0	0	0	-300
553	1	1	0	0	0	-300
554	0	0	1	1	0	-300
555	1	0	0	1	2	-125
556	0	1	0	0	1	-175
557	0	1	0	0	1	-175
558	1	1	0	1	0	-300
559	0	1	0	1	1	-225
560	0	1	0	1	1	-225
561	0	1	0	1	1	-225
562	0	1	0	1	1	-225
563	0	1	0	0	1	-175
564	0	0	1	1	0	-300
565	0	1	0	0	1	-175
566	1	1	0	0	0	-300
567	1	1	0	1	0	-300
568	0	1	0	1	1	-225
569	0	1	0	0	1	-175
570	0	1	0	1	1	-225
571	0	1	0	1	1	-225
572	1	1	0	1	0	-300
573	1	1	0	0	0	-300
574	0	1	0	1	1	-225
575	0	1	0	1	1	-225
576	0	1	0	0	1	-175
577	0	0	1	0	0	-300
578	0	1	0	0	1	-175
579	0	1	0	1	1	-225
580	1	1	0	0	0	-300
581	1	1	0	1	0	-300
582	0	1	0	0	1	-175
583	0	0	1	1	0	-300
584	0	0	1	1	0	-300
585	0	1	0	1	1	-225
586	0	1	0	0	1	-175
587	1	0	0	0	2	-200
588	0	1	0	0	1	-175
589	0	1	0	1	1	-225
590	0	1	0	0	1	-175
591	0	1	0	1	1	-225
592	0	1	0	0	1	-175
593	0	1	0	1	1	-225
594	0	1	0	0	1	-175
595	0	0	1	1	0	-300
596	0	1	0	0	1	-175
597	0	1	0	1	1	-225
598	0	1	0	0	1	-175
599	0	1	0	1	1	-225
600	0	1	0	1	1	-225
601	0	1	0	0	1	-175
602	0	0	1	0	0	-300
603	1	1	0	0	0	-300
604	1	1	0	0	0	-300
605	0	0	1	0	0	-300
606	0	0	1	1	0	-300
607	0	1	0	0	1	-175
608	0	1	0	1	1	-225
609	0	1	0	0	1	-175
610	0	1	0	0	1	-175
611	1	1	0	1	0	-300
612	0	1	0	0	1	-175
613	1	1	0	0	0	-300
614	0	1	0	0	1	-175
615	0	0	1	0	0	-300
616	1	1	0	0	0	-300
617	0	1	0	0	1	-175
618	0	0	1	1	0	-300
619	0	1	0	0	1	-175
620	0	1	0	0	1	-175
621	0	0	1	0	0	-300
622	0	1	0	0	1	-175
623	0	1	0	0	1	-175
624	0	1	0	0	1	-175
625	0	1	0	0	1	-175
626	0	1	0	0	1	-175
627	0	1	0	1	1	-225
628	1	1	0	0	0	-300
629	0	1	0	1	1	-225
630	1	1	0	0	0	-300
631	1	1	0	0	0	-300
632	0	1	0	0	1	-175
633	0	1	0	1	1	-225
634	0	0	1	0	0	-300
635	0	1	0	1	1	-225
636	0	1	0	1	1	-225
637	0	1	0	0	1	-175
638	0	1	0	0	1	-175
639	0	0	1	0	0	-300
640	0	1	0	0	1	-175
641	0	1	0	1	1	-225
642	0	1	0	1	1	-225
643	0	1	0	1	1	-225
644	1	1	0	1	0	-300
645	0	0	1	0	0	-300
646	0	1	0	1	1	-225
647	0	1	0	1	1	-225
648	0	1	0	0	1	-175
649	0	1	0	0	1	-175
650	0	0	1	0	0	-300
651	0	1	0	0	1	-175
652	0	0	1	0	0	-300
653	0	1	0	0	1	-175
654	0	1	0	0	1	-175
655	0	1	0	1	1	-225
656	0	1	0	0	1	-175
657	1	1	0	0	0	-300
658	0	1	0	0	1	-175
659	0	1	0	1	1	-225
660	0	1	0	1	1	-225
661	0	1	0	0	1	-175
662	0	1	0	0	1	-175
663	1	1	0	0	0	-300
664	0	1	0	0	1	-175
665	0	1	0	1	1	-225
666	0	1	0	1	1	-225
667	0	1	0	0	1	-175
668	0	1	0	0	1	-175
669	0	1	0	1	1	-225
670	0	1	0	0	1	-175
671	0	1	0	0	1	-175
672	0	0	1	0	0	-300
673	0	0	1	0	0	-300
674	1	1	0	1	0	-300
675	0	1	0	0	1	-175
676	0	1	0	1	1	-225
677	1	1	0	0	0	-300
678	0	1	0	0	1	-175
679	0	1	0	1	1	-225
680	0	1	0	1	1	-225
681	0	1	0	1	1	-225
682	0	1	0	1	1	-225
683	0	0	1	1	0	-300
684	0	0	1	1	0	-300
685	0	1	0	0	1	-175
686	0	1	0	0	1	-175
687	0	1	0	0	1	-175
688	0	1	0	1	1	-225
689	0	1	0	0	1	-175
690	0	1	0	1	1	-225
691	0	1	0	0	1	-175
692	1	1	0	1	0	-300
693	0	1	0	1	1	-225
694	0	1	0	0	1	-175
695	0	1	0	0	1	-175
696	1	1	0	0	0	-300
697	0	1	0	1	1	-225
698	0	1	0	0	1	-175
699	0	1	0	1	1	-225
700	0	1	0	1	1	-225
701	0	1	0	1	1	-225
702	0	1	0	0	1	-175
703	0	1	0	1	1	-225
704	0	0	1	1	0	-300
705	0	0	1	0	0	-300
706	0	1	0	1	1	-225
707	0	1	0	1	1	-225
708	0	1	0	0	1	-175
709	0	1	0	1	1	-225
710	1	1	0	0	0	-300
711	0	1	0	1	1	-225
712	0	0	1	1	0	-300
713	0	0	1	0	0	-300
714	0	1	0	0	1	-175
715	0	0	1	1	0	-300
716	0	1	0	1	1	-225
717	0	1	0	0	1	-175
718	0	0	1	0	0	-300
719	0	1	0	1	1	-225
720	1	1	0	1	0	-300
721	1	1	0	1	0	-300
722	0	1	0	1	1	-225
723	0	1	0	1	1	-225
724	0	1	0	1	1	-225
725	0	1	0	0	1	-175
726	1	1	0	0	0	-300
727	0	1	0	1	1	-225
728	0	0	1	1	0	-300
729	1	0	0	1	2	-125
730	0	1	0	0	1	-175
731	0	1	0	0	1	-175
732	0	1	0	0	1	-175
733	0	1	0	0	1	-175
734	0	1	0	1	1	-225
735	0	1	0	1	1	-225
736	0	1	0	0	1	-175
737	0	1	0	0	1	-175
738	1	1	0	1	0	-300
739	1	1	0	0	0	-300
740	0	1	0	0	1	-175
741	0	1	0	1	1	-225
742	0	1	0	0	1	-175
743	0	1	0	0	1	-175
744	1	0	0	0	2	-200
745	0	1	0	0	1	-175
746	0	1	0	1	1	-225
747	1	1	0	0	0	-300
748	0	1	0	0	1	-175
749	0	0	1	1	0	-300
750	1	1	0	1	0	-300
751	0	1	0	0	1	-175
752	0	1	0	1	1	-225
753	0	1	0	1	1	-225
754	0	1	0	0	1	-175
755	0	1	0	1	1	-225
756	0	1	0	1	1	-225
757	1	1	0	0	0	-300
758	0	1	0	0	1	-175
759	1	1	0	0	0	-300
760	0	1	0	0	1	-175
761	0	1	0	1	1	-225
762	0	1	0	0	1	-175
763	0	1	0	1	1	-225
764	0	1	0	0	1	-175
765	0	1	0	1	1	-225
766	0	1	0	1	1	-225
767	1	1	0	0	0	-300
768	0	1	0	1	1	-225
769	0	1	0	0	1	-175
770	0	1	0	1	1	-225
771	0	1	0	1	1	-225
772	0	0	1	1	0	-300
773	0	1	0	0	1	-175
774	1	1	0	0	0	-300
775	0	1	0	0	1	-175
776	0	1	0	1	1	-225
777	1	1	0	1	0	-300
778	0	1	0	0	1	-175
779	0	1	0	0	1	-175
780	0	1	0	1	1	-225
781	0	1	0	1	1	-225
782	0	0	1	1	0	-300
783	0	1	0	0	1	-175
784	0	1	0	0	1	-175
785	0	1	0	0	1	-175
786	0	1	0	1	1	-225
787	0	0	1	0	0	-300
788	0	1	0	0	1	-175
789	0	1	0	0	1	-175
790	1	0	0	1	2	-125
791	0	1	0	0	1	-175
792	1	1	0	1	0	-300
793	0	1	0	0	1	-175
794	0	0	1	0	0	-300
795	0	1	0	1	1	-225
796	1	1	0	0	0	-300
797	0	1	0	0	1	-175
798	0	1	0	1	1	-225
799	0	0	1	1	0	-300
800	0	0	1	0	0	-300
801	1	0	0	1	2	-125
802	0	1	0	0	1	-175
803	0	1	0	0	1	-175
804	0	1	0	1	1	-225
805	0	1	0	1	1	-225
806	0	0	1	0	0	-300
807	0	0	1	1	0	-300
808	0	1	0	1	1	-225
809	0	1	0	0	1	-175
810	0	1	0	1	1	-225
811	0	1	0	1	1	-225
812	0	1	0	0	1	-175
813	0	1	0	1	1	-225
814	1	1	0	0	0	-300
815	1	1	0	0	0	-300
816	0	0	1	1	0	-300
817	0	1	0	0	1	-175
818	0	0	1	1	0	-300
819	1	1	0	1	0	-300
820	0	1	0	0	1	-175
821	0	1	0	1	1	-225
822	0	1	0	0	1	-175
823	0	1	0	1	1	-225
824	0	1	0	1	1	-225
825	0	1	0	0	1	-175
826	0	1	0	1	1	-225
827	0	1	0	1	1	-225
828	0	1	0	0	1	-175
829	0	0	1	0	0	-300
830	0	1	0	0	1	-175
831	0	1	0	1	1	-225
832	0	0	1	1	0	-300
833	0	1	0	0	1	-175
834	0	1	0	1	1	-225
835	0	1	0	1	1	-225
836	0	1	0	1	1	-225
837	0	1	0	1	1	-225
838	0	1	0	0	1	-175
839	1	1	0	1	0	-300
840	0	1	0	1	1	-225
841	1	1	0	0	0	-300
842	1	1	0	0	0	-300
843	0	1	0	1	1	-225
844	1	1	0	0	0	-300
845	0	1	0	1	1	-225
846	0	1	0	1	1	-225
847	0	0	1	1	0	-300
848	0	1	0	1	1	-225
849	1	0	0	0	2	-200
850	0	1	0	1	1	-225
851	0	0	1	0	0	-300
852	0	0	1	1	0	-300
853	0	0	1	1	0	-300
854	0	0	1	1	0	-300
855	0	1	0	1	1	-225
856	1	1	0	1	0	-300
857	0	1	0	0	1	-175
858	0	1	0	0	1	-175
859	0	1	0	1	1	-225
860	0	0	1	1	0	-300
861	0	1	0	1	1	-225
862	0	1	0	0	1	-175
863	1	1	0	1	0	-300
864	0	1	0	0	1	-175
865	0	1	0	1	1	-225
866	1	1	0	0	0	-300
867	0	1	0	1	1	-225
868	0	1	0	0	1	-175
869	0	1	0	1	1	-225
870	0	0	1	1	0	-300
871	0	1	0	1	1	-225
872	0	0	1	0	0	-300
873	0	1	0	1	1	-225
874	0	1	0	0	1	-175
875	1	1	0	0	0	-300
876	0	1	0	1	1	-225
877	1	1	0	0	0	-300
878	0	1	0	1	1	-225
879	0	1	0	1	1	-225
880	0	1	0	0	1	-175
881	0	1	0	1	1	-225
882	0	1	0	1	1	-225
883	1	1	0	0	0	-300
884	0	0	1	1	0	-300
885	0	1	0	1	1	-225
886	0	0	1	1	0	-300
887	0	0	1	1	0	-300
888	1	1	0	1	0	-300
889	0	1	0	1	1	-225
890	0	1	0	0	1	-175
891	0	0	1	1	0	-300
892	1	1	0	0	0	-300
893	0	1	0	1	1	-225
894	0	1	0	0	1	-175
895	0	1	0	1	1	-225
896	1	1	0	1	0	-300
897	0	1	0	0	1	-175
898	1	1	0	0	0	-300
899	0	1	0	1	1	-225
900	0	1	0	0	1	-175
901	0	1	0	0	1	-175
902	0	1	0	1	1	-225
903	0	0	1	1	0	-300
904	1	1	0	0	0	-300
905	0	1	0	1	1	-225
906	0	1	0	1	1	-225
907	0	1	0	1	1	-225
908	0	1	0	0	1	-175
909	0	1	0	1	1	-225
910	0	1	0	0	1	-175
911	1	1	0	1	0	-300
912	1	1	0	0	0	-300
913	0	1	0	0	1	-175
914	1	0	0	1	2	-125
915	0	1	0	1	1	-225
916	0	1	0	1	1	-225
917	0	1	0	1	1	-225
918	0	1	0	0	1	-175
919	0	1	0	1	1	-225
920	0	1	0	0	1	-175
921	0	1	0	1	1	-225
922	0	0	1	0	0	-300
923	1	1	0	1	0	-300
924	0	0	1	0	0	-300
925	0	1	0	1	1	-225
926	0	1	0	1	1	-225
