ids	IO_board_fail	Logic_board_fail	System_State	Rework_Decision	Rework_Outcome	Rework_Cost
137	1	1	0	0	0	-300
138	0	1	0	0	1	-175
139	0	1	0	0	1	-175
140	1	1	0	1	0	-300
141	0	0	1	1	0	-300
142	0	1	0	1	1	-225
143	0	1	0	1	1	-225
144	0	1	0	0	1	-175
145	0	1	0	0	1	-175
146	0	1	0	0	1	-175
147	0	1	0	0	1	-175
148	0	1	0	1	1	-225
149	0	1	0	1	1	-225
150	0	0	1	1	0	-300
151	0	1	0	0	1	-175
152	0	1	0	0	1	-175
153	0	1	0	0	1	-175
154	0	1	0	0	1	-175
155	0	1	0	0	1	-175
156	0	1	0	0	1	-175
157	0	1	0	0	1	-175
158	0	1	0	1	1	-225
159	0	1	0	1	1	-225
160	1	1	0	0	0	-300
161	0	1	0	0	1	-175
162	1	1	0	0	0	-300
163	1	1	0	1	0	-300
164	0	1	0	0	1	-175
165	0	0	1	1	0	-300
166	0	0	1	1	0	-300
167	0	1	0	1	1	-225
168	0	1	0	0	1	-175
169	1	1	0	0	0	-300
170	0	1	0	0	1	-175
171	0	0	1	1	0	-300
172	0	1	0	1	1	-225
173	0	1	0	1	1	-225
174	0	1	0	0	1	-175
175	0	1	0	1	1	-225
176	0	1	0	0	1	-175
177	0	1	0	0	1	-175
178	0	0	1	1	0	-300
179	0	1	0	0	1	-175
180	0	1	0	0	1	-175
181	0	1	0	1	1	-225
182	0	1	0	0	1	-175
183	1	1	0	0	0	-300
184	1	1	0	0	0	-300
185	0	1	0	1	1	-225
186	0	1	0	0	1	-175
187	0	1	0	0	1	-175
188	0	1	0	0	1	-175
189	0	1	0	1	1	-225
190	0	1	0	1	1	-225
191	0	1	0	1	1	-225
192	0	1	0	0	1	-175
193	0	1	0	1	1	-225
194	1	1	0	1	0	-300
195	0	1	0	1	1	-225
196	0	0	1	1	0	-300
197	0	1	0	1	1	-225
198	0	0	1	1	0	-300
199	1	0	0	1	2	-125
200	0	1	0	1	1	-225
201	0	1	0	1	1	-225
202	0	1	0	0	1	-175
203	0	1	0	1	1	-225
204	0	1	0	1	1	-225
205	0	1	0	1	1	-225
206	0	1	0	0	1	-175
207	1	1	0	0	0	-300
208	1	0	0	0	2	-200
209	0	1	0	0	1	-175
210	1	1	0	1	0	-300
211	0	1	0	0	1	-175
212	0	1	0	1	1	-225
213	0	0	1	0	0	-300
214	0	1	0	1	1	-225
215	0	1	0	0	1	-175
216	0	0	1	0	0	-300
217	0	1	0	0	1	-175
218	0	1	0	0	1	-175
219	0	1	0	1	1	-225
220	1	1	0	0	0	-300
221	1	1	0	0	0	-300
222	0	0	1	1	0	-300
223	0	1	0	1	1	-225
224	0	1	0	1	1	-225
225	0	1	0	1	1	-225
226	0	1	0	0	1	-175
227	0	1	0	0	1	-175
228	1	1	0	1	0	-300
229	0	1	0	1	1	-225
230	0	1	0	1	1	-225
231	0	0	1	0	0	-300
232	1	1	0	1	0	-300
233	1	1	0	0	0	-300
234	1	1	0	1	0	-300
235	0	1	0	0	1	-175
236	0	1	0	1	1	-225
237	1	1	0	1	0	-300
238	0	1	0	1	1	-225
239	0	1	0	1	1	-225
240	0	1	0	1	1	-225
241	0	1	0	0	1	-175
242	1	1	0	0	0	-300
243	0	1	0	0	1	-175
244	0	1	0	1	1	-225
245	0	1	0	0	1	-175
246	0	0	1	0	0	-300
247	0	1	0	0	1	-175
248	0	1	0	1	1	-225
249	0	1	0	0	1	-175
250	0	1	0	0	1	-175
251	0	1	0	0	1	-175
252	0	1	0	1	1	-225
253	0	1	0	1	1	-225
254	0	1	0	1	1	-225
255	0	1	0	1	1	-225
256	0	1	0	0	1	-175
257	1	1	0	1	0	-300
258	0	0	1	1	0	-300
259	0	1	0	0	1	-175
260	0	1	0	1	1	-225
261	0	1	0	1	1	-225
262	0	1	0	0	1	-175
263	0	1	0	1	1	-225
264	0	1	0	1	1	-225
265	0	0	1	1	0	-300
266	0	1	0	1	1	-225
267	0	1	0	1	1	-225
268	0	1	0	0	1	-175
269	1	1	0	0	0	-300
270	0	1	0	0	1	-175
271	0	1	0	1	1	-225
272	0	1	0	1	1	-225
273	1	1	0	1	0	-300
274	0	1	0	0	1	-175
275	0	1	0	1	1	-225
276	0	1	0	1	1	-225
277	0	0	1	0	0	-300
278	0	1	0	1	1	-225
279	0	1	0	0	1	-175
280	0	1	0	1	1	-225
281	0	0	1	0	0	-300
282	0	1	0	0	1	-175
283	0	1	0	0	1	-175
284	0	0	1	0	0	-300
285	0	1	0	1	1	-225
286	0	0	1	1	0	-300
287	1	0	0	1	2	-125
288	0	1	0	0	1	-175
289	1	1	0	0	0	-300
290	0	0	1	1	0	-300
291	0	1	0	0	1	-175
292	0	1	0	1	1	-225
293	1	1	0	1	0	-300
294	0	1	0	0	1	-175
295	0	1	0	0	1	-175
296	0	1	0	1	1	-225
297	0	1	0	1	1	-225
298	0	1	0	0	1	-175
299	0	1	0	1	1	-225
300	0	1	0	0	1	-175
301	0	1	0	1	1	-225
302	0	1	0	0	1	-175
303	0	1	0	1	1	-225
304	1	1	0	0	0	-300
305	0	1	0	0	1	-175
306	0	0	1	0	0	-300
307	0	1	0	1	1	-225
308	0	1	0	0	1	-175
309	0	0	1	0	0	-300
310	0	1	0	0	1	-175
311	0	1	0	1	1	-225
312	0	1	0	1	1	-225
313	1	1	0	0	0	-300
314	0	1	0	1	1	-225
315	0	1	0	0	1	-175
316	0	0	1	1	0	-300
317	0	1	0	1	1	-225
318	0	1	0	1	1	-225
319	0	1	0	1	1	-225
320	0	1	0	0	1	-175
321	0	1	0	0	1	-175
322	0	0	1	0	0	-300
323	0	1	0	1	1	-225
324	1	1	0	1	0	-300
325	0	0	1	1	0	-300
326	0	1	0	1	1	-225
327	0	1	0	1	1	-225
328	0	1	0	1	1	-225
329	0	1	0	1	1	-225
330	0	1	0	0	1	-175
331	0	1	0	1	1	-225
332	1	1	0	1	0	-300
333	0	1	0	1	1	-225
334	1	0	0	1	2	-125
335	0	1	0	0	1	-175
336	0	1	0	1	1	-225
337	0	1	0	0	1	-175
338	1	1	0	0	0	-300
339	0	1	0	0	1	-175
340	0	1	0	1	1	-225
341	0	0	1	1	0	-300
342	1	1	0	0	0	-300
343	0	1	0	0	1	-175
344	0	1	0	1	1	-225
345	0	0	1	1	0	-300
346	0	1	0	0	1	-175
347	0	1	0	1	1	-225
348	0	1	0	1	1	-225
349	0	1	0	1	1	-225
350	0	1	0	1	1	-225
351	1	1	0	0	0	-300
352	0	1	0	0	1	-175
353	0	1	0	1	1	-225
354	0	1	0	0	1	-175
355	0	0	1	0	0	-300
356	1	1	0	0	0	-300
357	0	1	0	1	1	-225
358	0	1	0	0	1	-175
359	1	1	0	1	0	-300
360	0	1	0	0	1	-175
361	0	1	0	1	1	-225
362	0	1	0	0	1	-175
363	0	1	0	0	1	-175
364	0	1	0	1	1	-225
365	0	1	0	1	1	-225
366	0	1	0	0	1	-175
367	0	1	0	1	1	-225
368	0	1	0	1	1	-225
369	0	1	0	0	1	-175
370	0	1	0	0	1	-175
371	0	1	0	0	1	-175
372	1	1	0	0	0	-300
373	0	1	0	1	1	-225
374	0	1	0	1	1	-225
375	0	1	0	1	1	-225
376	0	1	0	0	1	-175
377	0	1	0	1	1	-225
378	0	1	0	0	1	-175
379	0	1	0	0	1	-175
380	0	1	0	0	1	-175
381	0	1	0	0	1	-175
382	0	1	0	1	1	-225
383	0	0	1	1	0	-300
384	0	1	0	1	1	-225
385	0	1	0	0	1	-175
386	0	1	0	1	1	-225
387	0	1	0	1	1	-225
388	0	1	0	0	1	-175
389	0	1	0	1	1	-225
390	0	1	0	0	1	-175
391	0	1	0	1	1	-225
392	0	0	1	1	0	-300
393	0	1	0	1	1	-225
394	0	1	0	1	1	-225
395	0	1	0	0	1	-175
396	0	1	0	0	1	-175
397	0	1	0	0	1	-175
398	0	1	0	1	1	-225
399	1	1	0	0	0	-300
400	0	1	0	0	1	-175
401	1	1	0	0	0	-300
402	0	1	0	1	1	-225
403	0	1	0	0	1	-175
404	0	0	1	0	0	-300
405	0	1	0	1	1	-225
406	0	1	0	0	1	-175
407	0	1	0	0	1	-175
408	0	1	0	0	1	-175
409	0	1	0	1	1	-225
410	0	1	0	0	1	-175
411	0	1	0	1	1	-225
412	0	1	0	1	1	-225
413	0	1	0	0	1	-175
414	0	1	0	0	1	-175
415	1	1	0	1	0	-300
416	1	1	0	1	0	-300
417	0	1	0	1	1	-225
418	1	1	0	1	0	-300
419	0	0	1	0	0	-300
420	1	1	0	0	0	-300
421	0	1	0	1	1	-225
422	0	1	0	1	1	-225
423	0	0	1	1	0	-300
424	1	1	0	1	0	-300
425	0	1	0	0	1	-175
426	0	1	0	0	1	-175
427	0	1	0	1	1	-225
428	0	1	0	1	1	-225
429	0	1	0	0	1	-175
430	0	1	0	0	1	-175
431	0	0	1	1	0	-300
432	0	1	0	1	1	-225
433	0	1	0	0	1	-175
434	1	1	0	1	0	-300
435	0	1	0	1	1	-225
436	0	1	0	0	1	-175
437	0	1	0	0	1	-175
438	0	1	0	1	1	-225
439	0	1	0	0	1	-175
440	0	0	1	0	0	-300
441	0	1	0	0	1	-175
442	0	1	0	1	1	-225
443	0	1	0	1	1	-225
444	0	1	0	1	1	-225
445	1	1	0	0	0	-300
446	0	0	1	0	0	-300
447	0	1	0	1	1	-225
448	0	0	1	0	0	-300
449	0	0	1	1	0	-300
450	0	0	1	1	0	-300
451	0	1	0	1	1	-225
452	0	0	1	0	0	-300
453	0	1	0	1	1	-225
454	0	1	0	1	1	-225
455	0	1	0	0	1	-175
456	0	1	0	1	1	-225
457	0	1	0	0	1	-175
458	1	1	0	0	0	-300
459	0	1	0	0	1	-175
460	0	1	0	0	1	-175
461	0	1	0	1	1	-225
462	0	0	1	0	0	-300
463	0	1	0	1	1	-225
464	0	1	0	1	1	-225
465	0	1	0	1	1	-225
466	0	0	1	1	0	-300
467	0	1	0	1	1	-225
468	0	1	0	0	1	-175
469	0	0	1	1	0	-300
470	0	1	0	1	1	-225
471	1	0	0	1	2	-125
472	0	1	0	0	1	-175
473	0	1	0	1	1	-225
474	0	1	0	0	1	-175
475	0	1	0	1	1	-225
476	0	1	0	1	1	-225
477	0	1	0	0	1	-175
478	0	0	1	1	0	-300
479	0	1	0	1	1	-225
480	0	1	0	1	1	-225
481	1	1	0	1	0	-300
482	0	1	0	0	1	-175
483	0	1	0	0	1	-175
484	0	1	0	1	1	-225
485	1	1	0	1	0	-300
486	0	1	0	0	1	-175
487	0	1	0	1	1	-225
488	0	1	0	0	1	-175
489	0	1	0	0	1	-175
490	0	1	0	1	1	-225
491	1	1	0	0	0	-300
492	0	1	0	1	1	-225
493	0	1	0	1	1	-225
494	0	1	0	0	1	-175
495	0	0	1	0	0	-300
496	0	1	0	0	1	-175
497	0	1	0	1	1	-225
498	0	1	0	1	1	-225
499	0	1	0	1	1	-225
500	0	1	0	0	1	-175
501	0	1	0	1	1	-225
502	0	1	0	0	1	-175
503	0	1	0	0	1	-175
504	0	0	1	1	0	-300
505	1	1	0	1	0	-300
506	0	1	0	1	1	-225
507	0	1	0	0	1	-175
508	0	1	0	0	1	-175
509	1	1	0	0	0	-300
510	1	1	0	1	0	-300
511	0	1	0	1	1	-225
512	1	0	0	0	2	-200
513	0	1	0	0	1	-175
514	0	1	0	0	1	-175
515	1	1	0	0	0	-300
516	0	1	0	0	1	-175
517	0	1	0	0	1	-175
518	0	1	0	1	1	-225
519	0	0	1	1	0	-300
520	0	1	0	1	1	-225
521	1	1	0	1	0	-300
522	0	1	0	0	1	-175
523	0	1	0	0	1	-175
524	0	1	0	1	1	-225
525	0	1	0	0	1	-175
526	0	1	0	1	1	-225
527	0	1	0	1	1	-225
528	0	1	0	1	1	-225
529	0	1	0	0	1	-175
530	0	1	0	1	1	-225
531	0	1	0	0	1	-175
532	0	1	0	0	1	-175
533	0	1	0	0	1	-175
534	0	1	0	1	1	-225
535	0	1	0	1	1	-225
536	0	0	1	0	0	-300
537	0	1	0	0	1	-175
538	0	1	0	1	1	-225
539	0	0	1	1	0	-300
540	1	1	0	0	0	-300
541	0	1	0	1	1	-225
542	0	0	1	1	0	-300
543	0	1	0	1	1	-225
544	0	0	1	1	0	-300
545	0	1	0	0	1	-175
546	0	1	0	0	1	-175
547	0	1	0	1	1	-225
548	1	0	0	0	2	-200
549	0	0	1	1	0	-300
550	0	1	0	1	1	-225
551	0	1	0	1	1	-225
552	0	1	0	0	1	-175
553	1	1	0	0	0	-300
554	0	1	0	0	1	-175
555	0	1	0	0	1	-175
556	0	1	0	0	1	-175
557	0	0	1	0	0	-300
558	0	0	1	1	0	-300
559	1	1	0	0	0	-300
560	0	1	0	1	1	-225
561	0	1	0	0	1	-175
562	0	1	0	1	1	-225
563	0	1	0	0	1	-175
564	0	1	0	1	1	-225
565	0	0	1	0	0	-300
566	0	1	0	0	1	-175
567	0	1	0	0	1	-175
568	0	1	0	0	1	-175
569	0	0	1	1	0	-300
570	1	1	0	1	0	-300
571	0	1	0	0	1	-175
572	0	1	0	1	1	-225
573	0	1	0	1	1	-225
574	0	1	0	0	1	-175
575	0	1	0	1	1	-225
576	0	1	0	1	1	-225
577	1	1	0	1	0	-300
578	1	1	0	0	0	-300
579	0	1	0	0	1	-175
580	0	0	1	1	0	-300
581	0	1	0	1	1	-225
582	0	1	0	0	1	-175
583	0	1	0	0	1	-175
584	0	1	0	1	1	-225
585	0	1	0	1	1	-225
586	0	1	0	1	1	-225
587	0	0	1	1	0	-300
588	0	1	0	1	1	-225
589	0	0	1	1	0	-300
590	0	1	0	1	1	-225
591	1	1	0	1	0	-300
592	0	1	0	0	1	-175
593	1	1	0	1	0	-300
594	0	0	1	1	0	-300
595	0	1	0	0	1	-175
596	0	0	1	1	0	-300
597	0	1	0	0	1	-175
598	0	1	0	1	1	-225
599	1	1	0	1	0	-300
600	0	1	0	1	1	-225
601	0	0	1	1	0	-300
602	1	1	0	0	0	-300
603	0	1	0	0	1	-175
604	0	1	0	0	1	-175
605	1	1	0	1	0	-300
606	1	1	0	1	0	-300
607	0	1	0	0	1	-175
608	0	1	0	0	1	-175
609	0	1	0	0	1	-175
610	0	1	0	0	1	-175
611	0	0	1	0	0	-300
612	0	1	0	0	1	-175
613	0	1	0	0	1	-175
614	0	1	0	0	1	-175
615	0	1	0	0	1	-175
616	0	1	0	0	1	-175
617	0	1	0	1	1	-225
618	0	1	0	1	1	-225
619	0	1	0	1	1	-225
620	0	1	0	1	1	-225
621	0	1	0	1	1	-225
622	0	1	0	1	1	-225
623	1	1	0	0	0	-300
624	0	1	0	0	1	-175
625	1	1	0	1	0	-300
626	0	0	1	0	0	-300
627	0	1	0	1	1	-225
628	0	1	0	1	1	-225
629	1	1	0	0	0	-300
630	0	1	0	0	1	-175
631	0	0	1	0	0	-300
632	0	1	0	0	1	-175
633	0	1	0	1	1	-225
634	0	1	0	1	1	-225
635	0	1	0	1	1	-225
636	1	1	0	1	0	-300
637	0	1	0	1	1	-225
638	0	1	0	0	1	-175
639	0	1	0	0	1	-175
640	0	1	0	0	1	-175
641	0	1	0	1	1	-225
642	1	1	0	0	0	-300
643	0	1	0	0	1	-175
644	1	1	0	1	0	-300
645	1	1	0	0	0	-300
646	0	0	1	1	0	-300
647	0	1	0	1	1	-225
648	0	1	0	0	1	-175
649	0	1	0	0	1	-175
650	1	1	0	1	0	-300
651	0	1	0	1	1	-225
652	0	1	0	0	1	-175
653	1	1	0	1	0	-300
654	1	1	0	0	0	-300
655	0	1	0	1	1	-225
656	0	1	0	1	1	-225
657	0	1	0	1	1	-225
658	0	0	1	0	0	-300
659	0	0	1	0	0	-300
660	0	1	0	1	1	-225
661	0	1	0	1	1	-225
662	0	1	0	1	1	-225
663	0	1	0	1	1	-225
664	0	1	0	1	1	-225
665	0	1	0	1	1	-225
666	0	1	0	0	1	-175
667	0	1	0	0	1	-175
668	0	0	1	1	0	-300
669	0	1	0	0	1	-175
670	1	1	0	0	0	-300
671	1	1	0	0	0	-300
672	1	0	0	1	2	-125
673	0	1	0	1	1	-225
674	0	1	0	0	1	-175
675	0	1	0	1	1	-225
676	1	1	0	1	0	-300
677	1	1	0	1	0	-300
678	0	1	0	1	1	-225
679	0	0	1	1	0	-300
680	0	1	0	0	1	-175
681	0	1	0	1	1	-225
682	0	1	0	0	1	-175
683	0	1	0	0	1	-175
684	0	0	1	0	0	-300
685	0	0	1	1	0	-300
686	0	1	0	0	1	-175
687	0	1	0	0	1	-175
688	0	1	0	0	1	-175
689	1	1	0	0	0	-300
690	0	0	1	0	0	-300
691	0	1	0	0	1	-175
692	1	1	0	1	0	-300
693	0	1	0	0	1	-175
694	1	1	0	1	0	-300
695	0	1	0	0	1	-175
696	0	0	1	0	0	-300
697	0	1	0	0	1	-175
698	0	1	0	1	1	-225
699	1	1	0	0	0	-300
700	0	1	0	0	1	-175
701	0	1	0	1	1	-225
702	0	1	0	1	1	-225
703	0	1	0	1	1	-225
704	0	1	0	1	1	-225
705	0	1	0	1	1	-225
706	0	1	0	0	1	-175
707	0	1	0	0	1	-175
708	0	0	1	0	0	-300
709	0	1	0	0	1	-175
710	1	1	0	1	0	-300
711	0	1	0	0	1	-175
712	0	1	0	0	1	-175
713	0	1	0	1	1	-225
714	0	1	0	0	1	-175
715	0	0	1	0	0	-300
716	1	1	0	0	0	-300
717	0	1	0	1	1	-225
718	1	1	0	0	0	-300
719	0	0	1	0	0	-300
720	0	1	0	1	1	-225
721	0	1	0	0	1	-175
722	1	0	0	0	2	-200
723	0	1	0	1	1	-225
724	0	1	0	1	1	-225
725	0	1	0	0	1	-175
726	0	1	0	0	1	-175
727	1	1	0	0	0	-300
728	0	0	1	0	0	-300
729	0	1	0	1	1	-225
730	1	1	0	1	0	-300
731	0	1	0	0	1	-175
732	0	1	0	1	1	-225
733	0	1	0	0	1	-175
734	0	0	1	0	0	-300
735	0	1	0	0	1	-175
736	0	1	0	0	1	-175
737	0	0	1	0	0	-300
738	0	1	0	0	1	-175
739	1	1	0	0	0	-300
740	0	1	0	0	1	-175
741	0	1	0	1	1	-225
742	0	1	0	1	1	-225
743	0	0	1	0	0	-300
744	1	1	0	1	0	-300
745	0	1	0	1	1	-225
746	1	1	0	0	0	-300
747	0	0	1	0	0	-300
748	0	0	1	1	0	-300
749	0	1	0	1	1	-225
750	1	1	0	0	0	-300
751	0	0	1	0	0	-300
752	0	0	1	1	0	-300
753	0	1	0	1	1	-225
754	0	0	1	0	0	-300
755	1	1	0	0	0	-300
756	0	1	0	1	1	-225
757	0	1	0	1	1	-225
758	0	1	0	0	1	-175
759	0	1	0	0	1	-175
760	0	1	0	1	1	-225
761	0	1	0	1	1	-225
762	0	1	0	0	1	-175
763	0	1	0	0	1	-175
764	0	1	0	0	1	-175
765	1	0	0	0	2	-200
766	0	1	0	1	1	-225
767	1	0	0	1	2	-125
768	1	1	0	1	0	-300
769	0	1	0	0	1	-175
770	0	1	0	0	1	-175
771	0	1	0	1	1	-225
772	0	1	0	1	1	-225
773	0	1	0	1	1	-225
774	0	1	0	0	1	-175
775	0	1	0	0	1	-175
776	0	0	1	0	0	-300
777	0	1	0	0	1	-175
778	0	0	1	1	0	-300
779	1	1	0	0	0	-300
780	0	1	0	1	1	-225
781	0	1	0	0	1	-175
782	0	0	1	1	0	-300
783	0	1	0	1	1	-225
784	0	1	0	0	1	-175
785	0	1	0	0	1	-175
786	0	1	0	1	1	-225
787	0	0	1	0	0	-300
788	0	1	0	0	1	-175
789	0	1	0	1	1	-225
790	0	0	1	1	0	-300
791	0	1	0	1	1	-225
792	0	1	0	0	1	-175
793	0	1	0	1	1	-225
794	0	1	0	1	1	-225
795	0	0	1	0	0	-300
796	0	1	0	1	1	-225
797	0	1	0	0	1	-175
798	0	1	0	0	1	-175
799	1	1	0	1	0	-300
800	0	1	0	1	1	-225
801	0	1	0	0	1	-175
802	0	0	1	0	0	-300
803	0	1	0	0	1	-175
804	0	1	0	0	1	-175
805	0	1	0	1	1	-225
806	0	1	0	0	1	-175
807	0	1	0	1	1	-225
808	0	1	0	1	1	-225
809	0	1	0	0	1	-175
810	0	1	0	0	1	-175
811	1	1	0	1	0	-300
812	0	1	0	1	1	-225
813	0	0	1	1	0	-300
814	0	1	0	0	1	-175
815	0	1	0	0	1	-175
816	0	1	0	0	1	-175
817	1	1	0	0	0	-300
818	0	0	1	1	0	-300
819	0	1	0	0	1	-175
820	0	0	1	0	0	-300
821	0	1	0	1	1	-225
822	1	1	0	0	0	-300
823	0	0	1	1	0	-300
824	1	0	0	1	2	-125
825	0	1	0	1	1	-225
826	0	1	0	1	1	-225
827	0	1	0	1	1	-225
828	1	0	0	1	2	-125
829	0	1	0	0	1	-175
830	0	1	0	1	1	-225
831	0	1	0	1	1	-225
832	0	0	1	0	0	-300
833	0	1	0	0	1	-175
834	0	1	0	0	1	-175
835	1	1	0	1	0	-300
836	0	1	0	0	1	-175
837	0	1	0	0	1	-175
838	1	1	0	0	0	-300
839	0	1	0	0	1	-175
840	0	1	0	0	1	-175
841	0	0	1	0	0	-300
842	0	1	0	0	1	-175
843	0	1	0	1	1	-225
844	0	1	0	1	1	-225
845	0	1	0	1	1	-225
846	1	1	0	1	0	-300
847	0	0	1	1	0	-300
848	0	1	0	1	1	-225
849	0	1	0	1	1	-225
850	0	1	0	0	1	-175
851	0	1	0	1	1	-225
852	0	0	1	0	0	-300
853	0	1	0	0	1	-175
854	0	1	0	1	1	-225
855	0	1	0	1	1	-225
856	0	1	0	0	1	-175
857	0	1	0	0	1	-175
858	1	1	0	0	0	-300
859	0	1	0	0	1	-175
860	0	1	0	0	1	-175
861	0	1	0	1	1	-225
862	0	0	1	1	0	-300
863	0	1	0	1	1	-225
864	0	1	0	1	1	-225
865	0	1	0	1	1	-225
866	0	1	0	0	1	-175
867	0	1	0	1	1	-225
868	0	1	0	0	1	-175
869	0	1	0	1	1	-225
870	0	1	0	0	1	-175
871	0	1	0	1	1	-225
872	0	0	1	1	0	-300
873	0	1	0	1	1	-225
874	0	1	0	0	1	-175
875	0	1	0	0	1	-175
876	0	1	0	0	1	-175
877	0	1	0	0	1	-175
878	0	1	0	0	1	-175
879	1	1	0	0	0	-300
880	0	1	0	0	1	-175
881	0	1	0	0	1	-175
882	0	1	0	0	1	-175
883	0	1	0	0	1	-175
884	0	1	0	1	1	-225
885	0	1	0	1	1	-225
886	0	1	0	1	1	-225
887	1	1	0	0	0	-300
888	0	1	0	0	1	-175
889	0	1	0	1	1	-225
890	0	1	0	1	1	-225
891	0	1	0	0	1	-175
892	0	1	0	0	1	-175
893	0	1	0	0	1	-175
894	0	1	0	0	1	-175
895	0	1	0	1	1	-225
896	0	1	0	1	1	-225
897	0	1	0	1	1	-225
898	1	1	0	0	0	-300
899	0	1	0	1	1	-225
900	1	0	0	1	2	-125
901	0	1	0	1	1	-225
902	1	1	0	1	0	-300
903	0	1	0	0	1	-175
904	1	0	0	0	2	-200
905	0	1	0	1	1	-225
906	0	1	0	1	1	-225
907	0	1	0	0	1	-175
908	0	1	0	0	1	-175
909	0	1	0	1	1	-225
910	1	0	0	1	2	-125
911	1	1	0	0	0	-300
912	1	1	0	0	0	-300
913	0	1	0	1	1	-225
914	0	1	0	0	1	-175
915	0	1	0	0	1	-175
916	0	1	0	1	1	-225
917	0	1	0	0	1	-175
918	0	1	0	0	1	-175
919	0	1	0	0	1	-175
920	0	1	0	1	1	-225
921	0	1	0	1	1	-225
922	0	0	1	0	0	-300
923	0	1	0	0	1	-175
924	0	1	0	0	1	-175
925	0	1	0	0	1	-175
926	0	1	0	0	1	-175
