ids	IO_board_fail	Logic_board_fail	System_State	Rework_Decision	Rework_Outcome	Rework_Cost
137	0	1	0	0	1	-175
138	1	1	0	1	0	-300
139	0	1	0	1	1	-225
140	0	1	0	0	1	-175
141	0	1	0	0	1	-175
142	0	1	0	1	1	-225
143	0	1	0	1	1	-225
144	0	1	0	0	1	-175
145	0	1	0	1	1	-225
146	0	1	0	1	1	-225
147	0	1	0	1	1	-225
148	1	1	0	1	0	-300
149	0	1	0	1	1	-225
150	0	1	0	0	1	-175
151	0	1	0	1	1	-225
152	0	1	0	1	1	-225
153	1	1	0	0	0	-300
154	0	1	0	0	1	-175
155	0	1	0	0	1	-175
156	0	1	0	1	1	-225
157	0	1	0	1	1	-225
158	1	1	0	0	0	-300
159	0	1	0	1	1	-225
160	0	1	0	0	1	-175
161	0	0	1	1	0	-300
162	0	1	0	0	1	-175
163	0	1	0	0	1	-175
164	0	1	0	1	1	-225
165	1	1	0	0	0	-300
166	0	1	0	0	1	-175
167	0	1	0	0	1	-175
168	0	1	0	1	1	-225
169	0	1	0	1	1	-225
170	0	1	0	0	1	-175
171	0	1	0	1	1	-225
172	0	1	0	1	1	-225
173	0	1	0	0	1	-175
174	0	1	0	1	1	-225
175	0	1	0	0	1	-175
176	0	1	0	1	1	-225
177	0	1	0	1	1	-225
178	0	1	0	0	1	-175
179	0	1	0	1	1	-225
180	0	1	0	0	1	-175
181	0	1	0	1	1	-225
182	0	0	1	1	0	-300
183	1	1	0	0	0	-300
184	1	1	0	1	0	-300
185	0	1	0	1	1	-225
186	0	1	0	1	1	-225
187	0	1	0	1	1	-225
188	0	1	0	0	1	-175
189	0	1	0	0	1	-175
190	0	0	1	1	0	-300
191	1	1	0	1	0	-300
192	0	1	0	1	1	-225
193	0	1	0	1	1	-225
194	0	1	0	0	1	-175
195	0	1	0	0	1	-175
196	0	1	0	0	1	-175
197	0	0	1	0	0	-300
198	0	0	1	1	0	-300
199	0	1	0	1	1	-225
200	1	1	0	0	0	-300
201	0	0	1	1	0	-300
202	0	1	0	1	1	-225
203	0	1	0	1	1	-225
204	0	1	0	0	1	-175
205	0	1	0	0	1	-175
206	0	1	0	1	1	-225
207	0	1	0	0	1	-175
208	0	1	0	0	1	-175
209	0	1	0	0	1	-175
210	0	1	0	1	1	-225
211	0	1	0	1	1	-225
212	1	1	0	1	0	-300
213	0	0	1	0	0	-300
214	0	1	0	0	1	-175
215	0	0	1	1	0	-300
216	0	1	0	0	1	-175
217	0	0	1	1	0	-300
218	0	1	0	0	1	-175
219	1	1	0	1	0	-300
220	1	1	0	1	0	-300
221	0	1	0	0	1	-175
222	0	0	1	0	0	-300
223	0	1	0	1	1	-225
224	0	1	0	0	1	-175
225	0	0	1	1	0	-300
226	0	1	0	0	1	-175
227	1	0	0	1	2	-125
228	0	0	1	0	0	-300
229	0	1	0	0	1	-175
230	0	1	0	0	1	-175
231	0	1	0	1	1	-225
232	0	1	0	0	1	-175
233	0	1	0	1	1	-225
234	0	1	0	1	1	-225
235	0	0	1	1	0	-300
236	0	1	0	1	1	-225
237	1	1	0	0	0	-300
238	0	1	0	1	1	-225
239	0	1	0	1	1	-225
240	0	1	0	1	1	-225
241	0	0	1	0	0	-300
242	0	1	0	1	1	-225
243	0	1	0	1	1	-225
244	0	0	1	0	0	-300
245	0	1	0	1	1	-225
246	1	1	0	0	0	-300
247	0	0	1	1	0	-300
248	0	0	1	1	0	-300
249	1	1	0	1	0	-300
250	0	0	1	0	0	-300
251	0	1	0	1	1	-225
252	1	1	0	0	0	-300
253	0	1	0	1	1	-225
254	0	1	0	0	1	-175
255	0	0	1	1	0	-300
256	0	1	0	0	1	-175
257	0	1	0	0	1	-175
258	0	1	0	1	1	-225
259	1	0	0	0	2	-200
260	0	0	1	1	0	-300
261	1	1	0	1	0	-300
262	0	1	0	1	1	-225
263	1	1	0	0	0	-300
264	0	1	0	1	1	-225
265	0	1	0	1	1	-225
266	1	1	0	0	0	-300
267	0	1	0	0	1	-175
268	0	1	0	1	1	-225
269	0	1	0	0	1	-175
270	0	1	0	1	1	-225
271	0	1	0	0	1	-175
272	1	1	0	1	0	-300
273	0	1	0	1	1	-225
274	0	1	0	0	1	-175
275	0	1	0	1	1	-225
276	0	1	0	0	1	-175
277	0	1	0	1	1	-225
278	0	1	0	0	1	-175
279	0	1	0	0	1	-175
280	0	1	0	0	1	-175
281	1	1	0	0	0	-300
282	0	1	0	0	1	-175
283	0	1	0	1	1	-225
284	0	1	0	1	1	-225
285	0	1	0	0	1	-175
286	0	1	0	1	1	-225
287	0	1	0	1	1	-225
288	0	1	0	0	1	-175
289	0	0	1	0	0	-300
290	0	1	0	1	1	-225
291	0	1	0	0	1	-175
292	0	1	0	0	1	-175
293	1	0	0	1	2	-125
294	0	1	0	0	1	-175
295	0	1	0	1	1	-225
296	0	0	1	1	0	-300
297	0	0	1	1	0	-300
298	1	1	0	1	0	-300
299	0	1	0	1	1	-225
300	0	1	0	1	1	-225
301	0	1	0	1	1	-225
302	0	1	0	1	1	-225
303	0	1	0	1	1	-225
304	0	1	0	1	1	-225
305	0	1	0	1	1	-225
306	0	1	0	0	1	-175
307	0	1	0	0	1	-175
308	0	1	0	1	1	-225
309	1	1	0	1	0	-300
310	0	1	0	0	1	-175
311	0	0	1	1	0	-300
312	1	1	0	1	0	-300
313	0	1	0	1	1	-225
314	0	1	0	1	1	-225
315	0	1	0	0	1	-175
316	0	1	0	0	1	-175
317	1	1	0	0	0	-300
318	0	1	0	0	1	-175
319	0	1	0	1	1	-225
320	1	1	0	1	0	-300
321	0	1	0	1	1	-225
322	0	1	0	1	1	-225
323	0	1	0	0	1	-175
324	0	0	1	1	0	-300
325	0	1	0	0	1	-175
326	1	1	0	0	0	-300
327	0	1	0	1	1	-225
328	1	1	0	1	0	-300
329	0	1	0	0	1	-175
330	0	0	1	1	0	-300
331	0	1	0	1	1	-225
332	0	1	0	1	1	-225
333	0	1	0	0	1	-175
334	0	1	0	1	1	-225
335	0	1	0	1	1	-225
336	1	1	0	1	0	-300
337	0	1	0	0	1	-175
338	0	1	0	1	1	-225
339	0	1	0	0	1	-175
340	0	1	0	0	1	-175
341	0	0	1	1	0	-300
342	0	1	0	0	1	-175
343	0	1	0	0	1	-175
344	0	1	0	1	1	-225
345	0	0	1	1	0	-300
346	0	1	0	0	1	-175
347	0	1	0	1	1	-225
348	0	0	1	0	0	-300
349	0	1	0	0	1	-175
350	0	0	1	1	0	-300
351	0	1	0	0	1	-175
352	0	1	0	1	1	-225
353	0	1	0	1	1	-225
354	1	1	0	1	0	-300
355	1	0	0	1	2	-125
356	0	1	0	1	1	-225
357	0	1	0	1	1	-225
358	0	1	0	1	1	-225
359	0	1	0	1	1	-225
360	0	1	0	0	1	-175
361	1	0	0	1	2	-125
362	0	1	0	1	1	-225
363	1	0	0	1	2	-125
364	1	1	0	0	0	-300
365	1	1	0	0	0	-300
366	1	1	0	0	0	-300
367	1	1	0	0	0	-300
368	0	1	0	0	1	-175
369	1	1	0	0	0	-300
370	0	0	1	1	0	-300
371	0	0	1	0	0	-300
372	0	1	0	1	1	-225
373	0	1	0	1	1	-225
374	1	0	0	0	2	-200
375	0	0	1	0	0	-300
376	0	1	0	0	1	-175
377	0	1	0	1	1	-225
378	0	1	0	1	1	-225
379	0	1	0	1	1	-225
380	1	1	0	0	0	-300
381	1	1	0	1	0	-300
382	0	1	0	0	1	-175
383	0	1	0	0	1	-175
384	0	1	0	1	1	-225
385	0	1	0	0	1	-175
386	0	0	1	1	0	-300
387	0	1	0	1	1	-225
388	0	1	0	1	1	-225
389	1	1	0	0	0	-300
390	0	0	1	1	0	-300
391	0	1	0	1	1	-225
392	0	1	0	0	1	-175
393	0	1	0	0	1	-175
394	0	1	0	1	1	-225
395	0	1	0	1	1	-225
396	0	0	1	0	0	-300
397	0	1	0	0	1	-175
398	0	1	0	1	1	-225
399	0	1	0	0	1	-175
400	0	0	1	0	0	-300
401	0	1	0	1	1	-225
402	0	1	0	0	1	-175
403	0	0	1	0	0	-300
404	0	1	0	1	1	-225
405	0	1	0	0	1	-175
406	1	1	0	0	0	-300
407	0	0	1	1	0	-300
408	0	1	0	0	1	-175
409	0	1	0	0	1	-175
410	0	1	0	1	1	-225
411	0	1	0	1	1	-225
412	0	1	0	0	1	-175
413	1	1	0	0	0	-300
414	0	0	1	1	0	-300
415	0	1	0	0	1	-175
416	0	1	0	0	1	-175
417	0	1	0	0	1	-175
418	0	1	0	1	1	-225
419	1	1	0	0	0	-300
420	0	1	0	0	1	-175
421	0	1	0	1	1	-225
422	0	1	0	0	1	-175
423	0	1	0	1	1	-225
424	1	1	0	0	0	-300
425	1	1	0	1	0	-300
426	0	1	0	1	1	-225
427	1	1	0	1	0	-300
428	1	1	0	0	0	-300
429	0	1	0	0	1	-175
430	0	0	1	0	0	-300
431	0	0	1	1	0	-300
432	0	1	0	1	1	-225
433	0	1	0	0	1	-175
434	0	0	1	1	0	-300
435	0	1	0	0	1	-175
436	1	1	0	0	0	-300
437	0	0	1	0	0	-300
438	0	0	1	1	0	-300
439	0	1	0	1	1	-225
440	0	1	0	0	1	-175
441	0	0	1	1	0	-300
442	1	0	0	0	2	-200
443	0	1	0	1	1	-225
444	1	1	0	0	0	-300
445	0	1	0	1	1	-225
446	0	1	0	1	1	-225
447	0	1	0	1	1	-225
448	0	1	0	1	1	-225
449	0	1	0	0	1	-175
450	0	1	0	1	1	-225
451	0	1	0	1	1	-225
452	0	1	0	1	1	-225
453	0	0	1	0	0	-300
454	1	1	0	0	0	-300
455	0	0	1	0	0	-300
456	0	1	0	0	1	-175
457	0	1	0	0	1	-175
458	0	1	0	0	1	-175
459	0	1	0	1	1	-225
460	0	1	0	1	1	-225
461	0	1	0	1	1	-225
462	0	1	0	0	1	-175
463	0	1	0	1	1	-225
464	0	0	1	1	0	-300
465	1	0	0	1	2	-125
466	1	1	0	1	0	-300
467	0	1	0	1	1	-225
468	0	0	1	1	0	-300
469	0	1	0	1	1	-225
470	0	1	0	1	1	-225
471	0	1	0	0	1	-175
472	0	1	0	1	1	-225
473	0	1	0	1	1	-225
474	0	1	0	1	1	-225
475	1	1	0	0	0	-300
476	0	1	0	1	1	-225
477	0	1	0	1	1	-225
478	0	1	0	1	1	-225
479	0	1	0	1	1	-225
480	0	1	0	0	1	-175
481	0	1	0	0	1	-175
482	0	1	0	0	1	-175
483	0	1	0	1	1	-225
484	1	1	0	1	0	-300
485	0	0	1	0	0	-300
486	0	0	1	1	0	-300
487	0	0	1	0	0	-300
488	0	0	1	0	0	-300
489	0	1	0	1	1	-225
490	1	0	0	0	2	-200
491	0	1	0	1	1	-225
492	0	0	1	1	0	-300
493	0	1	0	0	1	-175
494	1	1	0	0	0	-300
495	0	1	0	0	1	-175
496	0	0	1	1	0	-300
497	0	1	0	1	1	-225
498	0	1	0	1	1	-225
499	0	1	0	0	1	-175
500	0	0	1	0	0	-300
501	0	0	1	0	0	-300
502	0	1	0	0	1	-175
503	1	1	0	0	0	-300
504	1	1	0	1	0	-300
505	0	0	1	0	0	-300
506	1	0	0	1	2	-125
507	0	1	0	1	1	-225
508	0	1	0	0	1	-175
509	1	1	0	0	0	-300
510	1	1	0	0	0	-300
511	0	1	0	1	1	-225
512	0	1	0	0	1	-175
513	0	0	1	1	0	-300
514	0	1	0	1	1	-225
515	0	1	0	0	1	-175
516	0	1	0	0	1	-175
517	0	1	0	0	1	-175
518	0	1	0	1	1	-225
519	1	1	0	0	0	-300
520	1	0	0	1	2	-125
521	0	1	0	1	1	-225
522	0	0	1	0	0	-300
523	0	1	0	1	1	-225
524	0	1	0	0	1	-175
525	0	1	0	1	1	-225
526	0	0	1	1	0	-300
527	0	1	0	1	1	-225
528	0	1	0	0	1	-175
529	0	1	0	0	1	-175
530	0	1	0	0	1	-175
531	0	1	0	0	1	-175
532	0	1	0	0	1	-175
533	0	1	0	0	1	-175
534	0	0	1	0	0	-300
535	0	1	0	0	1	-175
536	0	1	0	1	1	-225
537	1	1	0	1	0	-300
538	1	1	0	1	0	-300
539	0	0	1	0	0	-300
540	0	0	1	1	0	-300
541	0	1	0	1	1	-225
542	0	0	1	1	0	-300
543	0	1	0	1	1	-225
544	0	0	1	1	0	-300
545	0	1	0	1	1	-225
546	0	1	0	0	1	-175
547	1	1	0	1	0	-300
548	1	1	0	1	0	-300
549	1	0	0	1	2	-125
550	1	1	0	1	0	-300
551	1	1	0	0	0	-300
552	0	1	0	0	1	-175
553	0	1	0	1	1	-225
554	1	1	0	0	0	-300
555	0	1	0	0	1	-175
556	0	1	0	1	1	-225
557	1	0	0	0	2	-200
558	0	1	0	0	1	-175
559	0	1	0	0	1	-175
560	0	1	0	1	1	-225
561	0	1	0	1	1	-225
562	0	1	0	0	1	-175
563	0	1	0	0	1	-175
564	0	1	0	1	1	-225
565	1	1	0	1	0	-300
566	0	1	0	1	1	-225
567	0	1	0	1	1	-225
568	0	1	0	0	1	-175
569	0	1	0	0	1	-175
570	0	1	0	0	1	-175
571	0	1	0	0	1	-175
572	0	1	0	1	1	-225
573	0	0	1	1	0	-300
574	1	1	0	0	0	-300
575	1	1	0	1	0	-300
576	1	1	0	1	0	-300
577	0	1	0	1	1	-225
578	0	1	0	1	1	-225
579	0	1	0	1	1	-225
580	1	1	0	0	0	-300
581	0	1	0	1	1	-225
582	0	0	1	1	0	-300
583	1	1	0	0	0	-300
584	0	1	0	1	1	-225
585	0	0	1	0	0	-300
586	0	1	0	1	1	-225
587	0	1	0	0	1	-175
588	1	1	0	1	0	-300
589	0	1	0	1	1	-225
590	0	1	0	1	1	-225
591	0	1	0	1	1	-225
592	0	1	0	1	1	-225
593	1	1	0	0	0	-300
594	0	1	0	0	1	-175
595	0	1	0	1	1	-225
596	1	1	0	1	0	-300
597	0	1	0	1	1	-225
598	0	0	1	0	0	-300
599	0	1	0	1	1	-225
600	1	1	0	0	0	-300
601	0	1	0	1	1	-225
602	0	1	0	0	1	-175
603	0	1	0	0	1	-175
604	0	1	0	1	1	-225
605	0	1	0	1	1	-225
606	0	1	0	1	1	-225
607	0	0	1	1	0	-300
608	0	1	0	1	1	-225
609	0	1	0	1	1	-225
610	1	1	0	0	0	-300
611	0	1	0	0	1	-175
612	0	1	0	0	1	-175
613	0	1	0	0	1	-175
614	0	1	0	1	1	-225
615	0	1	0	1	1	-225
616	0	1	0	1	1	-225
617	0	1	0	1	1	-225
618	0	0	1	0	0	-300
619	1	1	0	0	0	-300
620	1	1	0	0	0	-300
621	0	1	0	1	1	-225
622	0	1	0	1	1	-225
623	0	1	0	1	1	-225
624	0	1	0	0	1	-175
625	0	1	0	1	1	-225
626	1	1	0	0	0	-300
627	0	1	0	0	1	-175
628	0	0	1	0	0	-300
629	1	0	0	1	2	-125
630	0	1	0	0	1	-175
631	0	1	0	0	1	-175
632	0	1	0	0	1	-175
633	0	1	0	0	1	-175
634	0	0	1	0	0	-300
635	0	1	0	0	1	-175
636	0	1	0	0	1	-175
637	0	1	0	0	1	-175
638	0	1	0	1	1	-225
639	1	1	0	0	0	-300
640	1	0	0	0	2	-200
641	0	1	0	1	1	-225
642	0	1	0	0	1	-175
643	0	1	0	0	1	-175
644	0	1	0	1	1	-225
645	0	1	0	1	1	-225
646	0	1	0	1	1	-225
647	1	1	0	1	0	-300
648	0	1	0	1	1	-225
649	0	1	0	1	1	-225
650	0	1	0	1	1	-225
651	0	1	0	0	1	-175
652	1	0	0	1	2	-125
653	0	1	0	0	1	-175
654	0	1	0	0	1	-175
655	0	1	0	0	1	-175
656	0	1	0	0	1	-175
657	0	1	0	1	1	-225
658	0	1	0	0	1	-175
659	0	1	0	0	1	-175
660	0	1	0	1	1	-225
661	1	1	0	1	0	-300
662	0	1	0	1	1	-225
663	0	1	0	1	1	-225
664	1	1	0	0	0	-300
665	1	1	0	0	0	-300
666	0	1	0	0	1	-175
667	0	0	1	1	0	-300
668	0	1	0	0	1	-175
669	0	1	0	1	1	-225
670	0	1	0	0	1	-175
671	0	0	1	1	0	-300
672	0	0	1	1	0	-300
673	0	1	0	0	1	-175
674	0	1	0	0	1	-175
675	0	1	0	0	1	-175
676	0	1	0	0	1	-175
677	0	1	0	1	1	-225
678	0	1	0	1	1	-225
679	0	1	0	0	1	-175
680	0	1	0	1	1	-225
681	1	1	0	0	0	-300
682	0	1	0	0	1	-175
683	1	1	0	1	0	-300
684	0	1	0	0	1	-175
685	0	1	0	0	1	-175
686	0	1	0	0	1	-175
687	0	0	1	1	0	-300
688	0	1	0	1	1	-225
689	0	1	0	1	1	-225
690	0	1	0	0	1	-175
691	0	1	0	1	1	-225
692	0	1	0	0	1	-175
693	0	1	0	1	1	-225
694	1	1	0	0	0	-300
695	0	0	1	0	0	-300
696	0	1	0	1	1	-225
697	0	1	0	0	1	-175
698	0	1	0	1	1	-225
699	0	1	0	1	1	-225
700	1	0	0	1	2	-125
701	0	1	0	1	1	-225
702	0	1	0	1	1	-225
703	0	1	0	1	1	-225
704	0	1	0	1	1	-225
705	0	1	0	1	1	-225
706	0	1	0	0	1	-175
707	0	1	0	0	1	-175
708	0	1	0	0	1	-175
709	0	1	0	0	1	-175
710	0	1	0	1	1	-225
711	0	1	0	0	1	-175
712	1	1	0	0	0	-300
713	0	1	0	0	1	-175
714	0	1	0	1	1	-225
715	1	0	0	1	2	-125
716	0	1	0	0	1	-175
717	0	1	0	1	1	-225
718	1	1	0	0	0	-300
719	1	1	0	1	0	-300
720	1	0	0	0	2	-200
721	0	1	0	1	1	-225
722	1	1	0	0	0	-300
723	0	1	0	1	1	-225
724	0	1	0	0	1	-175
725	1	1	0	1	0	-300
726	0	1	0	0	1	-175
727	0	1	0	1	1	-225
728	0	1	0	1	1	-225
729	0	1	0	0	1	-175
730	0	1	0	0	1	-175
731	0	0	1	0	0	-300
732	0	1	0	0	1	-175
733	0	1	0	0	1	-175
734	0	1	0	1	1	-225
735	0	0	1	1	0	-300
736	0	1	0	0	1	-175
737	0	1	0	1	1	-225
738	1	1	0	0	0	-300
739	0	1	0	0	1	-175
740	0	0	1	0	0	-300
741	0	1	0	0	1	-175
742	0	1	0	0	1	-175
743	0	1	0	0	1	-175
744	0	1	0	1	1	-225
745	0	0	1	1	0	-300
746	0	1	0	1	1	-225
747	0	1	0	1	1	-225
748	0	1	0	0	1	-175
749	0	1	0	0	1	-175
750	1	0	0	1	2	-125
751	0	1	0	1	1	-225
752	0	1	0	0	1	-175
753	0	1	0	0	1	-175
754	0	1	0	1	1	-225
755	0	0	1	0	0	-300
756	0	1	0	1	1	-225
757	0	1	0	0	1	-175
758	0	1	0	0	1	-175
759	0	1	0	1	1	-225
760	0	1	0	1	1	-225
761	0	0	1	0	0	-300
762	0	0	1	1	0	-300
763	0	1	0	0	1	-175
764	0	1	0	1	1	-225
765	0	1	0	1	1	-225
766	0	1	0	0	1	-175
767	1	1	0	0	0	-300
768	0	1	0	0	1	-175
769	0	1	0	1	1	-225
770	0	1	0	0	1	-175
771	1	1	0	0	0	-300
772	1	0	0	0	2	-200
773	0	1	0	1	1	-225
774	0	1	0	1	1	-225
775	0	1	0	1	1	-225
776	1	1	0	0	0	-300
777	1	1	0	0	0	-300
778	0	1	0	0	1	-175
779	0	1	0	1	1	-225
780	0	0	1	0	0	-300
781	1	1	0	1	0	-300
782	0	1	0	0	1	-175
783	0	1	0	0	1	-175
784	0	0	1	1	0	-300
785	0	1	0	1	1	-225
786	0	0	1	1	0	-300
787	0	1	0	0	1	-175
788	0	1	0	0	1	-175
789	0	1	0	1	1	-225
790	0	1	0	0	1	-175
791	0	1	0	1	1	-225
792	0	1	0	1	1	-225
793	0	1	0	0	1	-175
794	0	1	0	0	1	-175
795	0	1	0	1	1	-225
796	1	1	0	0	0	-300
797	0	1	0	0	1	-175
798	0	1	0	1	1	-225
799	0	1	0	1	1	-225
800	0	1	0	0	1	-175
801	0	1	0	1	1	-225
802	1	1	0	0	0	-300
803	0	1	0	0	1	-175
804	1	1	0	1	0	-300
805	0	1	0	1	1	-225
806	0	1	0	1	1	-225
807	0	1	0	0	1	-175
808	0	1	0	1	1	-225
809	1	1	0	0	0	-300
810	1	0	0	0	2	-200
811	0	1	0	0	1	-175
812	0	1	0	0	1	-175
813	0	1	0	0	1	-175
814	0	1	0	0	1	-175
815	0	1	0	1	1	-225
816	1	1	0	1	0	-300
817	0	1	0	0	1	-175
818	0	1	0	0	1	-175
819	1	1	0	0	0	-300
820	0	1	0	0	1	-175
821	0	1	0	0	1	-175
822	0	1	0	0	1	-175
823	0	1	0	0	1	-175
824	1	1	0	0	0	-300
825	0	1	0	1	1	-225
826	0	1	0	0	1	-175
827	0	1	0	1	1	-225
828	0	1	0	1	1	-225
829	0	1	0	0	1	-175
830	0	1	0	0	1	-175
831	0	1	0	0	1	-175
832	1	1	0	1	0	-300
833	0	1	0	0	1	-175
834	0	1	0	0	1	-175
835	0	1	0	0	1	-175
836	0	1	0	1	1	-225
837	1	1	0	0	0	-300
838	0	1	0	0	1	-175
839	0	1	0	0	1	-175
840	0	1	0	1	1	-225
841	0	0	1	1	0	-300
842	0	1	0	0	1	-175
843	0	1	0	1	1	-225
844	0	1	0	0	1	-175
845	0	1	0	1	1	-225
846	0	1	0	1	1	-225
847	0	1	0	0	1	-175
848	0	1	0	1	1	-225
849	0	0	1	1	0	-300
850	0	0	1	0	0	-300
851	0	1	0	0	1	-175
852	0	1	0	0	1	-175
853	0	1	0	1	1	-225
854	1	1	0	0	0	-300
855	0	0	1	1	0	-300
856	1	1	0	1	0	-300
857	0	1	0	1	1	-225
858	0	0	1	1	0	-300
859	0	0	1	1	0	-300
860	0	1	0	0	1	-175
861	0	1	0	0	1	-175
862	0	1	0	0	1	-175
863	0	1	0	0	1	-175
864	0	1	0	0	1	-175
865	0	1	0	1	1	-225
866	1	1	0	0	0	-300
867	0	1	0	1	1	-225
868	0	1	0	0	1	-175
869	0	1	0	0	1	-175
870	0	1	0	1	1	-225
871	1	1	0	0	0	-300
872	0	1	0	1	1	-225
873	1	1	0	0	0	-300
874	0	1	0	1	1	-225
875	0	1	0	1	1	-225
876	0	1	0	1	1	-225
877	0	1	0	1	1	-225
878	1	1	0	1	0	-300
879	0	1	0	0	1	-175
880	0	1	0	0	1	-175
881	0	1	0	0	1	-175
882	0	1	0	1	1	-225
883	0	1	0	0	1	-175
884	0	0	1	1	0	-300
885	0	1	0	0	1	-175
886	0	1	0	0	1	-175
887	0	1	0	0	1	-175
888	0	1	0	0	1	-175
889	0	1	0	1	1	-225
890	0	1	0	0	1	-175
891	0	1	0	0	1	-175
892	0	0	1	0	0	-300
893	0	1	0	1	1	-225
894	0	1	0	0	1	-175
895	1	1	0	0	0	-300
896	0	1	0	1	1	-225
897	0	1	0	0	1	-175
898	1	1	0	1	0	-300
899	0	1	0	1	1	-225
900	0	1	0	0	1	-175
901	0	1	0	1	1	-225
902	0	1	0	1	1	-225
903	1	0	0	1	2	-125
904	0	1	0	1	1	-225
905	0	1	0	1	1	-225
906	0	0	1	0	0	-300
907	1	1	0	1	0	-300
908	1	1	0	0	0	-300
909	0	1	0	0	1	-175
910	1	1	0	0	0	-300
911	0	1	0	1	1	-225
912	0	0	1	1	0	-300
913	0	1	0	1	1	-225
914	0	1	0	0	1	-175
915	0	1	0	1	1	-225
916	0	1	0	1	1	-225
917	0	1	0	0	1	-175
918	1	1	0	1	0	-300
919	0	1	0	0	1	-175
920	0	1	0	0	1	-175
921	0	1	0	1	1	-225
922	0	1	0	0	1	-175
923	0	0	1	0	0	-300
924	0	1	0	1	1	-225
925	0	1	0	1	1	-225
926	0	0	1	1	0	-300
