 IDnum	Installation_Type	Coal_Worker_Strike	Strike_Resolution	Strike_Intervention	Additional_Cost
70	Install_scrubbers	Yes	Lengthy	No	-3e6
71	New_cleaner_coal	No	Quick	Yes	-1.5e6
72	Install_scrubbers	Yes	Lengthy	No	-3e6
73	New_cleaner_coal	Yes	Quick	No	-3e6
74	New_cleaner_coal	Yes	Lengthy	Yes	-6.5e6
75	Install_scrubbers	Yes	Lengthy	No	-3e6
76	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
77	New_cleaner_coal	Yes	Lengthy	No	-5e6
78	New_cleaner_coal	Yes	Quick	No	-3e6
79	New_cleaner_coal	No	Lengthy	No	-1.5e6
80	New_cleaner_coal	Yes	Quick	No	-3e6
81	New_cleaner_coal	Yes	Quick	No	-3e6
82	Install_scrubbers	No	Quick	Yes	-3e6
83	New_cleaner_coal	No	Quick	No	-1.5e6
84	Install_scrubbers	Yes	Quick	No	-3e6
85	Install_scrubbers	No	Quick	Yes	-3e6
86	New_cleaner_coal	Yes	Lengthy	No	-5e6
87	New_cleaner_coal	No	Quick	No	-1.5e6
88	Install_scrubbers	No	Quick	No	-3e6
89	New_cleaner_coal	Yes	Quick	No	-3e6
90	New_cleaner_coal	Yes	Quick	No	-3e6
91	Install_scrubbers	Yes	Quick	Yes	-3e6
92	New_cleaner_coal	No	Quick	No	-1.5e6
93	New_cleaner_coal	Yes	Quick	No	-3e6
94	Install_scrubbers	Yes	Lengthy	No	-3e6
95	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
96	Install_scrubbers	No	Quick	Yes	-3e6
97	Install_scrubbers	Yes	Lengthy	No	-3e6
98	Install_scrubbers	No	Quick	Yes	-3e6
99	Install_scrubbers	Yes	Quick	Yes	-3e6
100	New_cleaner_coal	No	Quick	Yes	-1.5e6
101	Install_scrubbers	Yes	Lengthy	No	-3e6
102	Install_scrubbers	No	Quick	Yes	-3e6
103	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
104	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
105	Install_scrubbers	Yes	Quick	Yes	-3e6
106	Install_scrubbers	Yes	Quick	Yes	-3e6
107	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
108	Install_scrubbers	No	Quick	Yes	-3e6
109	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
110	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
111	Install_scrubbers	No	Quick	Yes	-3e6
112	Install_scrubbers	Yes	Lengthy	No	-3e6
113	Install_scrubbers	Yes	Quick	Yes	-3e6
114	Install_scrubbers	No	Quick	No	-3e6
115	New_cleaner_coal	No	Quick	Yes	-1.5e6
116	Install_scrubbers	Yes	Quick	Yes	-3e6
117	Install_scrubbers	No	Quick	No	-3e6
118	New_cleaner_coal	No	Quick	No	-1.5e6
119	New_cleaner_coal	No	Quick	Yes	-1.5e6
120	New_cleaner_coal	No	Quick	Yes	-1.5e6
121	Install_scrubbers	No	Quick	No	-3e6
122	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
123	Install_scrubbers	Yes	Quick	Yes	-3e6
124	New_cleaner_coal	Yes	Quick	No	-3e6
125	Install_scrubbers	No	Quick	Yes	-3e6
126	Install_scrubbers	No	Quick	Yes	-3e6
127	Install_scrubbers	Yes	Quick	No	-3e6
128	Install_scrubbers	Yes	Lengthy	No	-3e6
129	New_cleaner_coal	Yes	Quick	No	-3e6
130	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
131	Install_scrubbers	Yes	Quick	No	-3e6
132	New_cleaner_coal	Yes	Lengthy	No	-5e6
133	Install_scrubbers	Yes	Quick	No	-3e6
134	Install_scrubbers	Yes	Quick	No	-3e6
135	New_cleaner_coal	Yes	Quick	No	-3e6
136	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
137	Install_scrubbers	Yes	Quick	No	-3e6
138	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
139	Install_scrubbers	No	Lengthy	No	-3e6
140	Install_scrubbers	Yes	Quick	Yes	-3e6
141	New_cleaner_coal	Yes	Quick	No	-3e6
142	New_cleaner_coal	No	Lengthy	No	-1.5e6
143	Install_scrubbers	No	Lengthy	No	-3e6
144	Install_scrubbers	Yes	Quick	Yes	-3e6
145	Install_scrubbers	No	Quick	Yes	-3e6
146	New_cleaner_coal	No	Quick	Yes	-1.5e6
147	New_cleaner_coal	Yes	Quick	No	-3e6
148	New_cleaner_coal	No	Lengthy	Yes	-1.5e6
149	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
150	Install_scrubbers	No	Quick	No	-3e6
151	Install_scrubbers	Yes	Quick	Yes	-3e6
152	Install_scrubbers	No	Lengthy	No	-3e6
153	New_cleaner_coal	No	Quick	Yes	-1.5e6
154	Install_scrubbers	No	Quick	Yes	-3e6
155	New_cleaner_coal	Yes	Quick	No	-3e6
156	New_cleaner_coal	Yes	Lengthy	No	-5e6
157	Install_scrubbers	Yes	Quick	No	-3e6
158	Install_scrubbers	No	Quick	Yes	-3e6
159	New_cleaner_coal	No	Quick	Yes	-1.5e6
160	New_cleaner_coal	No	Quick	No	-1.5e6
161	Install_scrubbers	Yes	Quick	Yes	-3e6
162	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
163	New_cleaner_coal	Yes	Lengthy	No	-5e6
164	New_cleaner_coal	Yes	Quick	No	-3e6
165	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
166	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
167	New_cleaner_coal	No	Quick	Yes	-1.5e6
168	Install_scrubbers	No	Quick	Yes	-3e6
169	New_cleaner_coal	Yes	Quick	No	-3e6
170	Install_scrubbers	Yes	Quick	Yes	-3e6
171	Install_scrubbers	Yes	Lengthy	No	-3e6
172	New_cleaner_coal	Yes	Quick	No	-3e6
173	Install_scrubbers	No	Lengthy	No	-3e6
174	New_cleaner_coal	No	Quick	Yes	-1.5e6
175	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
176	New_cleaner_coal	Yes	Quick	No	-3e6
177	Install_scrubbers	Yes	Quick	Yes	-3e6
178	New_cleaner_coal	No	Quick	No	-1.5e6
179	Install_scrubbers	Yes	Quick	No	-3e6
180	New_cleaner_coal	Yes	Quick	No	-3e6
181	Install_scrubbers	No	Quick	Yes	-3e6
182	New_cleaner_coal	Yes	Quick	No	-3e6
183	New_cleaner_coal	Yes	Lengthy	No	-5e6
184	New_cleaner_coal	Yes	Quick	No	-3e6
185	Install_scrubbers	Yes	Quick	No	-3e6
186	Install_scrubbers	Yes	Quick	No	-3e6
187	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
188	Install_scrubbers	Yes	Quick	Yes	-3e6
189	Install_scrubbers	Yes	Quick	Yes	-3e6
190	New_cleaner_coal	No	Lengthy	No	-1.5e6
191	Install_scrubbers	Yes	Quick	No	-3e6
192	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
193	New_cleaner_coal	Yes	Quick	No	-3e6
194	Install_scrubbers	Yes	Quick	Yes	-3e6
195	New_cleaner_coal	No	Quick	Yes	-1.5e6
196	New_cleaner_coal	No	Quick	Yes	-1.5e6
197	Install_scrubbers	No	Quick	Yes	-3e6
198	Install_scrubbers	Yes	Quick	Yes	-3e6
199	New_cleaner_coal	Yes	Quick	No	-3e6
200	New_cleaner_coal	Yes	Quick	No	-3e6
201	New_cleaner_coal	No	Quick	No	-1.5e6
202	New_cleaner_coal	Yes	Quick	No	-3e6
203	Install_scrubbers	Yes	Quick	Yes	-3e6
204	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
205	New_cleaner_coal	Yes	Lengthy	No	-5e6
206	New_cleaner_coal	Yes	Lengthy	No	-5e6
207	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
208	New_cleaner_coal	No	Quick	Yes	-1.5e6
209	Install_scrubbers	Yes	Quick	No	-3e6
210	Install_scrubbers	No	Lengthy	No	-3e6
211	New_cleaner_coal	No	Quick	Yes	-1.5e6
212	Install_scrubbers	No	Lengthy	No	-3e6
213	Install_scrubbers	No	Quick	No	-3e6
214	Install_scrubbers	No	Quick	No	-3e6
215	New_cleaner_coal	No	Quick	No	-1.5e6
216	Install_scrubbers	Yes	Quick	Yes	-3e6
217	Install_scrubbers	No	Quick	Yes	-3e6
218	Install_scrubbers	No	Lengthy	No	-3e6
219	New_cleaner_coal	No	Lengthy	No	-1.5e6
220	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
221	New_cleaner_coal	No	Quick	Yes	-1.5e6
222	Install_scrubbers	Yes	Quick	No	-3e6
223	Install_scrubbers	Yes	Quick	No	-3e6
224	New_cleaner_coal	No	Quick	No	-1.5e6
225	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
226	Install_scrubbers	No	Quick	Yes	-3e6
227	Install_scrubbers	No	Quick	No	-3e6
228	New_cleaner_coal	No	Quick	Yes	-1.5e6
229	New_cleaner_coal	No	Quick	No	-1.5e6
230	Install_scrubbers	Yes	Quick	Yes	-3e6
231	Install_scrubbers	No	Lengthy	No	-3e6
232	New_cleaner_coal	No	Quick	Yes	-1.5e6
233	Install_scrubbers	No	Quick	Yes	-3e6
234	Install_scrubbers	No	Lengthy	No	-3e6
235	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
236	Install_scrubbers	No	Quick	No	-3e6
237	New_cleaner_coal	Yes	Quick	No	-3e6
238	Install_scrubbers	Yes	Quick	No	-3e6
239	New_cleaner_coal	Yes	Lengthy	No	-5e6
240	Install_scrubbers	No	Quick	Yes	-3e6
241	Install_scrubbers	No	Quick	No	-3e6
242	New_cleaner_coal	No	Quick	No	-1.5e6
243	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
244	Install_scrubbers	Yes	Quick	Yes	-3e6
245	New_cleaner_coal	Yes	Quick	No	-3e6
246	New_cleaner_coal	Yes	Quick	No	-3e6
247	Install_scrubbers	No	Lengthy	Yes	-3e6
248	Install_scrubbers	Yes	Lengthy	No	-3e6
249	Install_scrubbers	No	Quick	Yes	-3e6
250	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
251	Install_scrubbers	No	Quick	Yes	-3e6
252	New_cleaner_coal	Yes	Quick	No	-3e6
253	New_cleaner_coal	Yes	Lengthy	No	-5e6
254	New_cleaner_coal	No	Quick	Yes	-1.5e6
255	New_cleaner_coal	No	Lengthy	No	-1.5e6
256	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
257	Install_scrubbers	No	Lengthy	No	-3e6
258	Install_scrubbers	Yes	Quick	No	-3e6
259	Install_scrubbers	Yes	Quick	No	-3e6
260	Install_scrubbers	No	Lengthy	No	-3e6
261	Install_scrubbers	Yes	Quick	Yes	-3e6
262	New_cleaner_coal	No	Quick	No	-1.5e6
263	New_cleaner_coal	No	Quick	No	-1.5e6
264	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
265	New_cleaner_coal	Yes	Lengthy	No	-5e6
266	New_cleaner_coal	No	Quick	No	-1.5e6
267	Install_scrubbers	Yes	Quick	Yes	-3e6
268	New_cleaner_coal	No	Quick	Yes	-1.5e6
269	Install_scrubbers	No	Lengthy	No	-3e6
270	New_cleaner_coal	No	Quick	Yes	-1.5e6
271	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
272	New_cleaner_coal	No	Lengthy	No	-1.5e6
273	New_cleaner_coal	No	Quick	Yes	-1.5e6
274	Install_scrubbers	Yes	Quick	No	-3e6
275	Install_scrubbers	No	Quick	Yes	-3e6
276	Install_scrubbers	Yes	Quick	No	-3e6
277	Install_scrubbers	Yes	Quick	Yes	-3e6
278	Install_scrubbers	No	Quick	Yes	-3e6
279	New_cleaner_coal	Yes	Quick	No	-3e6
280	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
281	New_cleaner_coal	Yes	Quick	No	-3e6
282	New_cleaner_coal	No	Quick	Yes	-1.5e6
283	Install_scrubbers	No	Quick	Yes	-3e6
284	New_cleaner_coal	No	Quick	Yes	-1.5e6
285	New_cleaner_coal	No	Quick	Yes	-1.5e6
286	Install_scrubbers	Yes	Quick	Yes	-3e6
287	New_cleaner_coal	No	Quick	Yes	-1.5e6
288	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
289	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
290	Install_scrubbers	No	Quick	Yes	-3e6
291	New_cleaner_coal	No	Quick	No	-1.5e6
292	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
293	Install_scrubbers	No	Quick	No	-3e6
294	Install_scrubbers	Yes	Quick	Yes	-3e6
295	New_cleaner_coal	No	Quick	No	-1.5e6
296	New_cleaner_coal	Yes	Quick	No	-3e6
297	Install_scrubbers	No	Quick	Yes	-3e6
298	Install_scrubbers	Yes	Quick	No	-3e6
299	Install_scrubbers	Yes	Quick	No	-3e6
300	Install_scrubbers	No	Quick	No	-3e6
301	New_cleaner_coal	Yes	Quick	No	-3e6
302	Install_scrubbers	Yes	Quick	Yes	-3e6
303	Install_scrubbers	Yes	Lengthy	No	-3e6
304	Install_scrubbers	Yes	Quick	No	-3e6
305	Install_scrubbers	No	Lengthy	No	-3e6
306	Install_scrubbers	Yes	Quick	No	-3e6
307	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
308	Install_scrubbers	No	Quick	No	-3e6
309	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
310	New_cleaner_coal	No	Quick	No	-1.5e6
311	Install_scrubbers	Yes	Quick	No	-3e6
312	New_cleaner_coal	Yes	Quick	No	-3e6
313	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
314	Install_scrubbers	No	Lengthy	No	-3e6
315	Install_scrubbers	Yes	Quick	Yes	-3e6
316	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
317	New_cleaner_coal	No	Quick	Yes	-1.5e6
318	New_cleaner_coal	No	Quick	Yes	-1.5e6
319	Install_scrubbers	No	Lengthy	Yes	-3e6
320	Install_scrubbers	Yes	Lengthy	Yes	-3e6
321	New_cleaner_coal	No	Quick	Yes	-1.5e6
322	Install_scrubbers	Yes	Quick	No	-3e6
323	Install_scrubbers	Yes	Quick	Yes	-3e6
324	Install_scrubbers	Yes	Quick	No	-3e6
325	Install_scrubbers	Yes	Quick	Yes	-3e6
326	Install_scrubbers	No	Lengthy	No	-3e6
327	Install_scrubbers	No	Quick	Yes	-3e6
328	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
329	Install_scrubbers	Yes	Quick	Yes	-3e6
330	Install_scrubbers	No	Quick	No	-3e6
331	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
332	Install_scrubbers	Yes	Lengthy	No	-3e6
333	New_cleaner_coal	No	Lengthy	No	-1.5e6
334	New_cleaner_coal	Yes	Quick	No	-3e6
335	Install_scrubbers	Yes	Lengthy	No	-3e6
336	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
337	New_cleaner_coal	Yes	Lengthy	No	-5e6
338	Install_scrubbers	Yes	Quick	No	-3e6
339	Install_scrubbers	No	Quick	Yes	-3e6
340	Install_scrubbers	Yes	Quick	Yes	-3e6
341	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
342	Install_scrubbers	No	Quick	No	-3e6
343	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
344	New_cleaner_coal	Yes	Quick	No	-3e6
345	New_cleaner_coal	Yes	Quick	No	-3e6
346	Install_scrubbers	No	Quick	No	-3e6
347	New_cleaner_coal	Yes	Quick	No	-3e6
348	Install_scrubbers	Yes	Quick	Yes	-3e6
349	New_cleaner_coal	No	Quick	Yes	-1.5e6
350	New_cleaner_coal	No	Quick	No	-1.5e6
351	Install_scrubbers	No	Lengthy	No	-3e6
352	New_cleaner_coal	Yes	Quick	No	-3e6
353	New_cleaner_coal	Yes	Quick	No	-3e6
354	New_cleaner_coal	No	Lengthy	No	-1.5e6
355	New_cleaner_coal	No	Quick	No	-1.5e6
356	Install_scrubbers	Yes	Quick	Yes	-3e6
357	Install_scrubbers	Yes	Quick	Yes	-3e6
358	Install_scrubbers	No	Quick	No	-3e6
359	Install_scrubbers	Yes	Quick	Yes	-3e6
360	New_cleaner_coal	Yes	Quick	No	-3e6
361	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
362	Install_scrubbers	Yes	Quick	No	-3e6
363	New_cleaner_coal	No	Lengthy	No	-1.5e6
364	Install_scrubbers	No	Lengthy	No	-3e6
365	Install_scrubbers	No	Quick	No	-3e6
366	Install_scrubbers	No	Lengthy	No	-3e6
367	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
368	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
369	New_cleaner_coal	No	Quick	Yes	-1.5e6
370	New_cleaner_coal	No	Quick	Yes	-1.5e6
371	Install_scrubbers	Yes	Quick	Yes	-3e6
372	New_cleaner_coal	Yes	Quick	No	-3e6
373	New_cleaner_coal	No	Quick	No	-1.5e6
374	Install_scrubbers	No	Quick	No	-3e6
375	New_cleaner_coal	Yes	Quick	No	-3e6
376	Install_scrubbers	No	Quick	Yes	-3e6
377	New_cleaner_coal	No	Quick	No	-1.5e6
378	Install_scrubbers	Yes	Quick	No	-3e6
379	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
380	Install_scrubbers	No	Quick	Yes	-3e6
381	New_cleaner_coal	No	Lengthy	No	-1.5e6
382	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
383	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
384	Install_scrubbers	Yes	Lengthy	Yes	-3e6
385	New_cleaner_coal	Yes	Quick	No	-3e6
386	Install_scrubbers	Yes	Quick	No	-3e6
387	Install_scrubbers	Yes	Quick	No	-3e6
388	New_cleaner_coal	Yes	Lengthy	No	-5e6
389	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
390	Install_scrubbers	Yes	Quick	No	-3e6
391	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
392	Install_scrubbers	Yes	Quick	Yes	-3e6
393	New_cleaner_coal	Yes	Quick	No	-3e6
394	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
395	Install_scrubbers	No	Quick	Yes	-3e6
396	Install_scrubbers	Yes	Lengthy	No	-3e6
397	New_cleaner_coal	No	Lengthy	No	-1.5e6
398	Install_scrubbers	Yes	Quick	No	-3e6
399	Install_scrubbers	Yes	Quick	No	-3e6
400	New_cleaner_coal	Yes	Quick	No	-3e6
401	Install_scrubbers	Yes	Quick	Yes	-3e6
402	Install_scrubbers	Yes	Quick	Yes	-3e6
403	Install_scrubbers	No	Quick	No	-3e6
404	Install_scrubbers	Yes	Quick	Yes	-3e6
405	Install_scrubbers	Yes	Quick	Yes	-3e6
406	Install_scrubbers	No	Lengthy	Yes	-3e6
407	New_cleaner_coal	Yes	Quick	No	-3e6
408	New_cleaner_coal	Yes	Quick	No	-3e6
409	New_cleaner_coal	No	Quick	No	-1.5e6
410	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
411	New_cleaner_coal	No	Quick	Yes	-1.5e6
412	Install_scrubbers	No	Quick	No	-3e6
413	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
414	Install_scrubbers	Yes	Quick	No	-3e6
415	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
416	Install_scrubbers	Yes	Quick	Yes	-3e6
417	Install_scrubbers	Yes	Lengthy	No	-3e6
418	Install_scrubbers	Yes	Lengthy	No	-3e6
419	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
420	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
421	Install_scrubbers	No	Lengthy	No	-3e6
422	New_cleaner_coal	Yes	Lengthy	No	-5e6
423	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
424	New_cleaner_coal	No	Quick	No	-1.5e6
425	Install_scrubbers	Yes	Lengthy	No	-3e6
426	New_cleaner_coal	No	Quick	Yes	-1.5e6
427	Install_scrubbers	Yes	Quick	No	-3e6
428	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
429	Install_scrubbers	Yes	Quick	No	-3e6
430	Install_scrubbers	No	Quick	Yes	-3e6
431	Install_scrubbers	Yes	Quick	No	-3e6
432	New_cleaner_coal	No	Lengthy	No	-1.5e6
433	Install_scrubbers	No	Quick	Yes	-3e6
434	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
435	Install_scrubbers	No	Quick	Yes	-3e6
436	New_cleaner_coal	No	Lengthy	No	-1.5e6
437	New_cleaner_coal	Yes	Quick	No	-3e6
438	Install_scrubbers	No	Quick	No	-3e6
439	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
440	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
441	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
442	New_cleaner_coal	Yes	Quick	No	-3e6
443	New_cleaner_coal	Yes	Lengthy	No	-5e6
444	Install_scrubbers	Yes	Quick	Yes	-3e6
445	Install_scrubbers	Yes	Quick	No	-3e6
446	Install_scrubbers	Yes	Quick	Yes	-3e6
447	New_cleaner_coal	No	Quick	Yes	-1.5e6
448	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
449	Install_scrubbers	No	Quick	No	-3e6
450	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
451	New_cleaner_coal	Yes	Lengthy	No	-5e6
452	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
453	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
454	Install_scrubbers	Yes	Quick	Yes	-3e6
455	New_cleaner_coal	No	Quick	Yes	-1.5e6
456	Install_scrubbers	No	Quick	Yes	-3e6
457	New_cleaner_coal	No	Quick	Yes	-1.5e6
458	New_cleaner_coal	No	Quick	Yes	-1.5e6
459	New_cleaner_coal	Yes	Quick	No	-3e6
460	Install_scrubbers	Yes	Quick	Yes	-3e6
461	Install_scrubbers	Yes	Quick	Yes	-3e6
462	Install_scrubbers	Yes	Quick	No	-3e6
463	New_cleaner_coal	No	Quick	No	-1.5e6
464	Install_scrubbers	No	Quick	No	-3e6
465	Install_scrubbers	No	Quick	Yes	-3e6
466	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
467	Install_scrubbers	No	Quick	Yes	-3e6
468	New_cleaner_coal	Yes	Quick	No	-3e6
469	Install_scrubbers	No	Quick	Yes	-3e6
470	Install_scrubbers	Yes	Quick	Yes	-3e6
471	New_cleaner_coal	Yes	Quick	No	-3e6
472	Install_scrubbers	No	Quick	Yes	-3e6
473	New_cleaner_coal	No	Quick	Yes	-1.5e6
474	New_cleaner_coal	No	Lengthy	No	-1.5e6
475	New_cleaner_coal	No	Quick	No	-1.5e6
476	Install_scrubbers	Yes	Quick	Yes	-3e6
477	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
478	New_cleaner_coal	No	Quick	No	-1.5e6
479	Install_scrubbers	Yes	Quick	Yes	-3e6
480	Install_scrubbers	No	Quick	No	-3e6
481	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
482	Install_scrubbers	Yes	Quick	Yes	-3e6
483	Install_scrubbers	Yes	Quick	Yes	-3e6
484	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
485	Install_scrubbers	Yes	Quick	No	-3e6
486	New_cleaner_coal	No	Lengthy	No	-1.5e6
487	New_cleaner_coal	No	Lengthy	No	-1.5e6
488	Install_scrubbers	Yes	Quick	Yes	-3e6
489	Install_scrubbers	No	Lengthy	Yes	-3e6
490	Install_scrubbers	No	Lengthy	No	-3e6
491	Install_scrubbers	No	Quick	No	-3e6
492	Install_scrubbers	No	Quick	Yes	-3e6
493	Install_scrubbers	Yes	Quick	Yes	-3e6
494	Install_scrubbers	No	Lengthy	No	-3e6
495	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
496	New_cleaner_coal	Yes	Quick	No	-3e6
497	Install_scrubbers	Yes	Lengthy	No	-3e6
498	New_cleaner_coal	Yes	Quick	No	-3e6
499	Install_scrubbers	Yes	Lengthy	Yes	-3e6
